prodboomcd,projection_year,value
V&B_LIJF_a,7,0
V&B_LIJF_a,8,0
V&B_LIJF_a,9,0
V&B_LIJF_a,10,0
V&B_LIJF_a,11,0
V&B_LIJF_b,0,0
V&B_LIJF_b,1,0
V&B_LIJF_b,2,0
V&B_LIJF_b,3,0
V&B_LIJF_b,4,0
V&B_LIJF_b,5,0
V&B_LIJF_b,6,0
V&B_LIJF_b,7,0
V&B_LIJF_b,8,0
V&B_LIJF_b,9,0
V&B_LIJF_b,10,0
V&B_LIJF_b,11,0
Z_W_1_PP_a,0,0
Z_W_1_PP_a,1,0
Z_W_1_PP_a,2,0
Z_W_1_PP_a,3,0
Z_W_1_PP_a,4,0
Z_W_1_PP_a,5,0
Z_W_1_PP_a,6,0
Z_W_1_PP_a,7,0
Z_W_1_PP_a,8,0
Z_W_1_PP_a,9,0
Z_W_1_PP_a,10,0
Z_W_1_PP_a,11,0
Z_W_1_PP_b,0,0
Z_W_1_PP_b,1,0
Z_W_1_PP_b,2,0
Z_W_1_PP_b,3,0
Z_W_1_PP_b,4,0
Z_W_1_PP_b,5,0
Z_W_1_PP_b,6,0
Z_W_1_PP_b,7,0
Z_W_1_PP_b,8,0
Z_W_1_PP_b,9,0
Z_W_1_PP_b,10,0
Z_W_1_PP_b,11,0
Z_W_1_PUP_a,0,0
Z_W_1_PUP_a,1,0
Z_W_1_PUP_a,2,0
Z_W_1_PUP_a,3,0
Z_W_1_PUP_a,4,0
Z_W_1_PUP_a,5,0
Z_W_1_PUP_a,6,0
Z_W_1_PUP_a,7,0
Z_W_1_PUP_a,8,0
Z_W_1_PUP_a,9,0
Z_W_1_PUP_a,10,0
Z_W_1_PUP_a,11,0
Z_W_1_PUP_b,0,0
Z_W_1_PUP_b,1,0
Z_W_1_PUP_b,2,0
Z_W_1_PUP_b,3,0
Z_W_1_PUP_b,4,0
Z_W_1_PUP_b,5,0
Z_W_1_PUP_b,6,0
Z_W_1_PUP_b,7,0
Z_W_1_PUP_b,8,0
Z_W_1_PUP_b,9,0
Z_W_1_PUP_b,10,0
Z_W_1_PUP_b,11,0
Z_W_2_PP_a,0,0
Z_W_2_PP_a,1,0
Z_W_2_PP_a,2,0
Z_W_2_PP_a,3,0
Z_W_2_PP_a,4,0
Z_W_2_PP_a,5,0
Z_W_2_PP_a,6,0
Z_W_2_PP_a,7,0
Z_W_2_PP_a,8,0
Z_W_2_PP_a,9,0
Z_W_2_PP_a,10,0
Z_W_2_PP_a,11,0
Z_W_2_PP_b,0,0
Z_W_2_PP_b,1,0
Z_W_2_PP_b,2,0
Z_W_2_PP_b,3,0
Z_W_2_PP_b,4,0
Z_W_2_PP_b,5,0
Z_W_2_PP_b,6,0
Z_W_2_PP_b,7,0
Z_W_2_PP_b,8,0
Z_W_2_PP_b,9,0
Z_W_2_PP_b,10,0
Z_W_2_PP_b,11,0
Z_W_2_PUP_a,0,0
Z_W_2_PUP_a,1,0
Z_W_2_PUP_a,2,0
Z_W_2_PUP_a,3,0
Z_W_2_PUP_a,4,0
Z_W_2_PUP_a,5,0
Z_W_2_PUP_a,6,0
Z_W_2_PUP_a,7,0
Z_W_2_PUP_a,8,0
Z_W_2_PUP_a,9,0
Z_W_2_PUP_a,10,0
Z_W_2_PUP_a,11,0
Z_W_2_PUP_b,0,0
Z_W_2_PUP_b,1,0
Z_W_2_PUP_b,2,0
Z_W_2_PUP_b,3,0
Z_W_2_PUP_b,4,0
Z_W_2_PUP_b,5,0
Z_W_2_PUP_b,6,0
Z_W_2_PUP_b,7,0
Z_W_2_PUP_b,8,0
Z_W_2_PUP_b,9,0
Z_W_2_PUP_b,10,0
Z_W_2_PUP_b,11,0
Z_W_3_PP_a,0,0
Z_W_3_PP_a,1,0
Z_W_3_PP_a,2,0
Z_W_3_PP_a,3,0
Z_W_3_PP_a,4,0
Z_W_3_PP_a,5,0
Z_W_3_PP_a,6,0
Z_W_3_PP_a,7,0
Z_W_3_PP_a,8,0
Z_W_3_PP_a,9,0
Z_W_3_PP_a,10,0
Z_W_3_PP_a,11,0
Z_W_3_PP_b,0,0
Z_W_3_PP_b,1,0
Z_W_3_PP_b,2,0
Z_W_3_PP_b,3,0
Z_W_3_PP_b,4,0
Z_W_3_PP_b,5,0
Z_W_3_PP_b,6,0
Z_W_3_PP_b,7,0
Z_W_3_PP_b,8,0
Z_W_3_PP_b,9,0
Z_W_3_PP_b,10,0
Z_W_3_PP_b,11,0
Z_W_3_PUP_a,0,0
Z_W_3_PUP_a,1,0
Z_W_3_PUP_a,2,0
Z_W_3_PUP_a,3,0
Z_W_3_PUP_a,4,0
Z_W_3_PUP_a,5,0
Z_W_3_PUP_a,6,0
Z_W_3_PUP_a,7,0
Z_W_3_PUP_a,8,0
Z_W_3_PUP_a,9,0
Z_W_3_PUP_a,10,0
Z_W_3_PUP_a,11,0
Z_W_3_PUP_b,0,0
Z_W_3_PUP_b,1,0
Z_W_3_PUP_b,2,0
Z_W_3_PUP_b,3,0
Z_W_3_PUP_b,4,0
Z_W_3_PUP_b,5,0
Z_W_3_PUP_b,6,0
Z_W_3_PUP_b,7,0
Z_W_3_PUP_b,8,0
Z_W_3_PUP_b,9,0
Z_W_3_PUP_b,10,0
Z_W_3_PUP_b,11,0
