jobid,modelid,modulename,moduleversion,date,runkey,scenarioname,type,maturity,maturityidentifier,rate
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Flat,spot,36.0,36Y,0.0344601661323
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Flat,spot,10.0,10Y,0.0344601661323
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Spread,spot,23.0,23Y,0.0089094394868
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Flat,spot,35.0,35Y,0.0344601661323
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Flat,spot,9.0,9Y,0.0344601661323
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Spread,spot,22.0,22Y,0.0089094394868
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Flat,spot,34.0,34Y,0.0344601661323
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Flat,spot,8.0,8Y,0.0344601661323
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Spread,spot,21.0,21Y,0.0089094394868
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Flat,spot,33.0,33Y,0.0344601661323
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Flat,spot,7.0,7Y,0.0344601661323
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Spread,spot,20.0,20Y,0.0089094394868
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Flat,spot,32.0,32Y,0.0344601661323
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Flat,spot,6.0,6Y,0.0344601661323
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Spread,spot,19.0,19Y,0.0084550440478
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Flat,spot,31.0,31Y,0.0344601661323
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Flat,spot,5.0,5Y,0.0344601661323
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Spread,spot,18.0,18Y,0.0080255771747
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Flat,spot,30.0,30Y,0.0344601661323
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Flat,spot,4.0,4Y,0.0344601661323
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Spread,spot,17.0,17Y,0.0076430362003
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Flat,spot,29.0,29Y,0.0344601661323
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Flat,spot,3.0,3Y,0.0344601661323
