framework,scenario,asset_class,shockfactor
Sensitivities,SIIreview.RM2.VE10.UFR -15 bps,Rente,1
Sensitivities,SIIreview.RM2.VE20,Equity,1
Sensitivities,SIIreview.RM2.VE20,Mix,1
Sensitivities,SIIreview.RM2.VE20,Rente,1
Sensitivities,SIIreview.RM2.VE20.IR1 Corp +50bps,Equity,1
Sensitivities,SIIreview.RM2.VE20.IR1 Corp +50bps,Mix,1
Sensitivities,SIIreview.RM2.VE20.IR1 Corp +50bps,Rente,1
Sensitivities,SIIreview.RM2.VE20.IR1 Corp -50bps,Equity,1
Sensitivities,SIIreview.RM2.VE20.IR1 Corp -50bps,Mix,1
Sensitivities,SIIreview.RM2.VE20.IR1 Corp -50bps,Rente,1
Sensitivities,SIIreview.RM2.VE20.IR1 Gov +50 bps,Equity,1
Sensitivities,SIIreview.RM2.VE20.IR1 Gov +50 bps,Mix,1
Sensitivities,SIIreview.RM2.VE20.IR1 Gov +50 bps,Rente,1
Sensitivities,SIIreview.RM2.VE20.IR1 Gov -50 bps,Equity,1
Sensitivities,SIIreview.RM2.VE20.IR1 Gov -50 bps,Mix,1
Sensitivities,SIIreview.RM2.VE20.IR1 Gov -50 bps,Rente,1
Sensitivities,SIIreview.RM2.VE20.IR1 Mortg +50 bps,Equity,1
Sensitivities,SIIreview.RM2.VE20.IR1 Mortg +50 bps,Mix,1
Sensitivities,SIIreview.RM2.VE20.IR1 Mortg +50 bps,Rente,1
Sensitivities,SIIreview.RM2.VE20.IR1 Mortg -50 bps,Equity,1
Sensitivities,SIIreview.RM2.VE20.IR1 Mortg -50 bps,Mix,1
Sensitivities,SIIreview.RM2.VE20.IR1 Mortg -50 bps,Rente,1
Sensitivities,SIIreview.RM2.VE20.IR1 Non-gov +50 bps,Equity,1
Sensitivities,SIIreview.RM2.VE20.IR1 Non-gov +50 bps,Mix,1
Sensitivities,SIIreview.RM2.VE20.IR1 Non-gov +50 bps,Rente,1
Sensitivities,SIIreview.RM2.VE20.IR1 Non-gov -50 bps,Equity,1
Sensitivities,SIIreview.RM2.VE20.IR1 Non-gov -50 bps,Mix,1
Sensitivities,SIIreview.RM2.VE20.IR1 Non-gov -50 bps,Rente,1
Sensitivities,SIIreview.RM2.VE20.MR1 +50bps,Equity,1
Sensitivities,SIIreview.RM2.VE20.MR1 +50bps,Mix,0.986051
Sensitivities,SIIreview.RM2.VE20.MR1 +50bps,Rente,0.962243
Sensitivities,SIIreview.RM2.VE20.MR1 -50bps,Equity,1
Sensitivities,SIIreview.RM2.VE20.MR1 -50bps,Mix,1.014109
Sensitivities,SIIreview.RM2.VE20.MR1 -50bps,Rente,1.038215
Sensitivities,SIIreview.RM2.VE20.MR1 Steep +10bps,Equity,1
Sensitivities,SIIreview.RM2.VE20.MR1 Steep +10bps,Mix,1
Sensitivities,SIIreview.RM2.VE20.MR1 Steep +10bps,Rente,1
Sensitivities,SIIreview.RM2.VE20.UFR -15 bps,Equity,1
Sensitivities,SIIreview.RM2.VE20.UFR -15 bps,Mix,1
Sensitivities,SIIreview.RM2.VE20.UFR -15 bps,Rente,1
Sensitivities,SIIreview.RM2.VE20.VA +5 bps,Equity,1
Sensitivities,SIIreview.RM2.VE20.VA +5 bps,Mix,1
Sensitivities,SIIreview.RM2.VE20.VA +5 bps,Rente,1
Sensitivities,SIIreview.RM2.VE20.VA -5 bps,Equity,1
Sensitivities,SIIreview.RM2.VE20.VA -5 bps,Mix,1
Sensitivities,SIIreview.RM2.VE20.VA -5 bps,Rente,1
Sensitivities,UFR +15 bps,Equity,1
Sensitivities,UFR +15 bps,Mix,1
Sensitivities,UFR +15 bps,Rente,1
Sensitivities,UFR -15 bps,Equity,1
Sensitivities,UFR -15 bps,Mix,1
Sensitivities,UFR -15 bps,Rente,1
Sensitivities,UFR -50 bps,Equity,1
Sensitivities,UFR -50 bps,Mix,1
Sensitivities,UFR -50 bps,Rente,1
Sensitivities,UR1 +5%,Equity,1
Sensitivities,UR1 +5%,Mix,1
Sensitivities,UR1 +5%,Rente,1
Sensitivities,UR1 -10%,Equity,1
Sensitivities,UR1 -10%,Mix,1
Sensitivities,UR1 -10%,Rente,1
Sensitivities,UR1 -5%,Equity,1
Sensitivities,UR1 -5%,Mix,1
Sensitivities,UR1 -5%,Rente,1
Sensitivities,UR2C +100%,Equity,1
Sensitivities,UR2C +100%,Mix,1
Sensitivities,UR2C +100%,Rente,1
Sensitivities,UR2P +10%,Equity,1
Sensitivities,UR2P +10%,Mix,1
Sensitivities,UR2P +10%,Rente,1
Sensitivities,UR3 Insurance Lapse +20%,Equity,1
Sensitivities,UR3 Insurance Lapse +20%,Mix,1
Sensitivities,UR3 Insurance Lapse +20%,Rente,1
Sensitivities,UR3 Mort Prepayment +20%,Equity,1
Sensitivities,UR3 Mort Prepayment +20%,Mix,1
Sensitivities,UR3 Mort Prepayment +20%,Rente,1
Sensitivities,UR4P +10%,Equity,1
Sensitivities,UR4P +10%,Mix,1
Sensitivities,UR4P +10%,Rente,1
Sensitivities,UR5 +5%,Equity,1
Sensitivities,UR5 +5%,Mix,1
Sensitivities,UR5 +5%,Rente,1
