RunName,Mix,Rente,Equity
0116_2023M03_Base-GH_IFRS_T_Base-GH_CALIB_T_Base-LV30Y_T_Base-IFRS_Base-IFRS_T_DU_nonFI_EQ_EM_PE_10up,1.03390546463278,1,1.1
0117_2023M03_Base-GH_IFRS_T_Base-GH_CALIB_T_Base-LV30Y_T_Base-IFRS_Base-IFRS_T_DU_nonFI_EQ_EM_PE_25up,1.08476366158195,1,1.25
0118_2023M03_Base-GH_IFRS_T_Base-GH_CALIB_T_Base-LV30Y_T_Base-IFRS_Base-IFRS_T_DU_nonFI_Currency_EUR_15up,0.99106725507876,1,1
0119_2023M03_Base-GH_IFRS_T_Base-GH_CALIB_T_Base-LV30Y_T_Base-IFRS_Base-IFRS_T_DU_nonFI_Currency_EUR_15dn,1.00893274492124,1,1
0120_2023M03_Base-GH_IFRS_T_Base-GH_CALIB_T_Base-LV30Y_T_Base-IFRS_Base-IFRS_T_DU_nonFI_Currency_USD_15up,1.00492614609627,1,1
0121_2023M03_Base-GH_IFRS_T_Base-GH_CALIB_T_Base-LV30Y_T_Base-IFRS_Base-IFRS_T_DU_nonFI_Currency_USD_15dn,0.995073853903728,1,1
0122_2023M03_Base-GH_IFRS_T_Base-GH_CALIB_T_Base-LV30Y_T_Base-IFRS_Base-IFRS_T_DU_FI_Bond_50dn,1.0104954282355,1.03804197061847,1
0123_2023M03_Base-GH_IFRS_T_Base-GH_CALIB_T_Base-LV30Y_T_Base-IFRS_Base-IFRS_T_DU_FI_Bond_50up,0.989560462584512,0.962177020314274,1
0124_2023M03_Base-GH_IFRS_T_Base-GH_CALIB_T_Base-LV30Y_T_Base-IFRS_Base-IFRS_T_DU_FI_Mort_50dn,1.00373455269102,1,1
0125_2023M03_Base-GH_IFRS_T_Base-GH_CALIB_T_Base-LV30Y_T_Base-IFRS_Base-IFRS_T_DU_FI_Mort_50up,0.99628773753699,1,1
0126_2023M03_Base-GH_IFRS_T_Base-GH_CALIB_T_Base-LV30Y_T_VI_010dn-IFRS_Base-IFRS_T_Base,1,1,1
0127_2023M03_Base-GH_IFRS_T_Base-GH_CALIB_T_Base-LV30Y_T_VI_010up-IFRS_Base-IFRS_T_Base,1,1,1
0128_2023M03_Base-GH_IFRS_T_Base-GH_CALIB_T_Base-LV30Y_T_Base-IFRS_Base-IFRS_T_DU_nonFI_40dn,0.826626241235572,1,0.6
0129_2023M03_Base-GH_IFRS_T_Base-GH_CALIB_T_Base-LV30Y_T_Base-IFRS_Base-IFRS_T_DU_nonFI_25dn,0.891641400772233,1,0.75
0130_2023M03_Base-GH_IFRS_T_Base-GH_CALIB_T_Base-LV30Y_T_Base-IFRS_Base-IFRS_T_DU_nonFI_20dn,0.913313120617786,1,0.8
0131_2023M03_Base-GH_IFRS_T_Base-GH_CALIB_T_Base-LV30Y_T_Base-IFRS_Base-IFRS_T_DU_nonFI_10dn,0.956656560308893,1,0.9
