model,count,fund_name,composite,weight
DET,373,HypVz_Income,Mortgages_Income,1.0
DET,374,HypVz_Total,Mortgages_Total,1.0
DET,375,Innovam_hyp_Income,AEGON_Cash_Total,1.0
DET,376,Innovam_hyp_Total,AEGON_Cash_Total,1.0
DET,377,JapAndVvB_Income,AsiaEqVz_Income,1.0
DET,378,JapAndVvB_Total,AsiaEqVz_Total,1.0
DET,379,JapEqABVz_Income,JapEqBVzP_Income,1.0
DET,380,JapEqABVz_Total,JapEqBVzP_Total,1.0
DET,381,JapEqBVzP_Income,Equities_Asia_Income,1.0
DET,382,JapEqBVzP_Total,Equities_Asia_Total,1.0
DET,383,JapEqInsVv_Income,JapAndVvB_Income,1.0
DET,384,JapEqInsVv_Total,JapAndVvB_Total,1.0
DET,385,JapEqVz_Income,AsiaEqVz_Income,1.0
DET,386,JapEqVz_Total,AsiaEqVz_Total,1.0
DET,387,Kappa_hyp_Income,AEGON_Cash_Total,1.0
DET,388,Kappa_hyp_Total,AEGON_Cash_Total,1.0
DET,389,Karton_hyp_Income,AEGON_Cash_Total,1.0
DET,390,Karton_hyp_Total,AEGON_Cash_Total,1.0
DET,391,KartonVut_hyp_Income,AEGON_Cash_Total,1.0
DET,392,KartonVut_hyp_Total,AEGON_Cash_Total,1.0
DET,393,LamAndVvB_Income,Equities_North_America_Income,1.0
DET,394,LamAndVvB_Total,Equities_North_America_Total,1.0
DET,395,LamEqVz_Income,Equities_North_America_Income,1.0
DET,396,LamEqVz_Total,Equities_North_America_Total,1.0
DET,397,LDOVz_Income,LDO_Income,1.0
DET,398,LDOVz_Total,LDO_Total,1.0
DET,399,Liquide_middelen_Income,AEGON_Cash_Total,1.0
DET,400,Liquide_middelen_Total,AEGON_Cash_Total,1.0
DET,401,Martinair_hyp_Income,AEGON_Cash_Total,1.0
DET,402,Martinair_hyp_Total,AEGON_Cash_Total,1.0
DET,403,MeAfEqVz_Income,AsiaEqVz_Income,1.0
DET,404,MeAfEqVz_Total,AsiaEqVz_Total,1.0
DET,405,MixAfb1Vz_Income,DepVz_Income,0.55
DET,406,MixAfb1Vz_Income,RntVz_Income,0.3
DET,407,MixAfb1Vz_Income,WorldEqVz_Income,0.15
DET,408,MixAfb1Vz_Total,DepVz_Total,0.55
DET,409,MixAfb1Vz_Total,RntVz_Total,0.3
DET,410,MixAfb1Vz_Total,WorldEqVz_Total,0.15
DET,411,MixAfb2Vz_Income,DepVz_Income,0.5
DET,412,MixAfb2Vz_Income,RntVz_Income,0.35
DET,413,MixAfb2Vz_Income,WorldEqVz_Income,0.15
DET,414,MixAfb2Vz_Total,DepVz_Total,0.5
DET,415,MixAfb2Vz_Total,RntVz_Total,0.35
DET,416,MixAfb2Vz_Total,WorldEqVz_Total,0.15
DET,417,MixAfb3Vz_Income,DepVz_Income,0.45
DET,418,MixAfb3Vz_Income,RntVz_Income,0.4
DET,419,MixAfb3Vz_Income,WorldEqVz_Income,0.15
DET,420,MixAfb3Vz_Total,DepVz_Total,0.45
DET,421,MixAfb3Vz_Total,RntVz_Total,0.4
DET,422,MixAfb3Vz_Total,WorldEqVz_Total,0.15
DET,423,MixAfb4Vz_Income,DepVz_Income,0.3
DET,424,MixAfb4Vz_Income,RntVz_Income,0.45
DET,425,MixAfb4Vz_Income,WorldEqVz_Income,0.25
DET,426,MixAfb4Vz_Total,DepVz_Total,0.3
DET,427,MixAfb4Vz_Total,RntVz_Total,0.45
DET,428,MixAfb4Vz_Total,WorldEqVz_Total,0.25
DET,429,MixAfb5Vz_Income,DepVz_Income,0.15
DET,430,MixAfb5Vz_Income,RntVz_Income,0.5
DET,431,MixAfb5Vz_Income,WorldEqVz_Income,0.35
DET,432,MixAfb5Vz_Total,DepVz_Total,0.15
DET,433,MixAfb5Vz_Total,RntVz_Total,0.5
DET,434,MixAfb5Vz_Total,WorldEqVz_Total,0.35
DET,435,MixVz_Income,GTAAVz_Income,0.03
DET,436,MixVz_Income,RntVz_Income,0.52
DET,437,MixVz_Income,TKPCommodity_Income,0.05
DET,438,MixVz_Income,VastgoedFd_Income,0.05
DET,439,MixVz_Income,WorldEqVz_Income,0.35
DET,440,MixVz_Total,ESG.EquityAssets.MixFund.TotalReturn,1.0
DET,441,MixVz_Total,RntVz_Total,0.0
DET,442,MixVz_Total,TKPCommodity_Total,0.0
DET,443,MixVz_Total,VastgoedFd_Total,0.0
DET,444,MixVz_Total,WorldEqVz_Total,0.0
DET,445,MondMixVz_Income,DepVz_Income,0.0
DET,446,MondMixVz_Income,EuEqVz_Income,0.7
DET,447,MondMixVz_Income,EurCreVz_Income,0.05
DET,448,MondMixVz_Income,EuRntRtVz_Income,0.25
DET,449,MondMixVz_Total,DepVz_Total,0.0
DET,450,MondMixVz_Total,EuEqVz_Total,0.7
DET,451,MondMixVz_Total,EurCreVz_Total,0.05
DET,452,MondMixVz_Total,EuRntRtVz_Total,0.25
DET,453,NamAndVvB_Income,Equities_North_America_Income,1.0
DET,454,NamAndVvB_Total,Equities_North_America_Total,1.0
DET,455,NamEqABVz_Income,NamEqBVzP_Income,1.0
DET,456,NamEqABVz_Total,NamEqBVzP_Total,1.0
DET,457,NamEqAVzP_Income,Equities_North_America_Income,1.0
DET,458,NamEqAVzP_Total,Equities_North_America_Total,1.0
DET,459,NamEqBOVzP_Income,Equities_North_America_Income,1.0
DET,460,NamEqBOVzP_Total,Equities_North_America_Total,1.0
DET,461,NamEqBVz_Income,NamEqBVzP_Income,1.0
DET,462,NamEqBVz_Total,NamEqBVzP_Total,1.0
DET,463,NamEqBVzP_Income,Equities_North_America_Income,1.0
DET,464,NamEqBVzP_Total,Equities_North_America_Total,1.0
DET,465,NamEqInsVv_Income,NamAndVvB_Income,1.0
DET,466,NamEqInsVv_Total,NamAndVvB_Total,1.0
DET,467,NamHiYVvB_Income,Equities_North_America_Income,1.0
DET,468,NamHiYVvB_Total,Equities_North_America_Total,1.0
DET,469,NamHiYVzP_Income,Equities_North_America_Income,1.0
DET,470,NamHiYVzP_Total,Equities_North_America_Total,1.0
DET,471,NamXEqABVz_Income,NamEqABVz_Income,1.0
DET,472,NamXEqABVz_Total,NamEqABVz_Total,1.0
DET,473,NamXEqBVz_Income,NamEqBVzP_Income,1.0
DET,474,NamXEqBVz_Total,NamEqBVzP_Total,1.0
DET,475,NamXEqInsVv_Income,NamAndVvB_Income,1.0
DET,476,NamXEqInsVv_Total,NamAndVvB_Total,1.0
DET,477,NedIndexVv_Income,NedIndexVvB_Income,1.0
DET,478,NedIndexVv_Total,NedIndexVvB_Total,1.0
DET,479,NedIndexVvB_Income,EuEqVz_Income,1.0
DET,480,NedIndexVvB_Total,EuEqVz_Total,1.0
DET,481,Nerflex_hyp_Income,AEGON_Cash_Total,1.0
DET,482,Nerflex_hyp_Total,AEGON_Cash_Total,1.0
DET,483,NethVentCap_Income,AEGON_Cash_Total,1.0
DET,484,NethVentCap_Total,AEGON_Cash_Total,1.0
DET,485,NKF-Kabel_hyp_Income,AEGON_Cash_Total,1.0
DET,486,NKF-Kabel_hyp_Total,AEGON_Cash_Total,1.0
DET,487,NNI_hyp_Income,AEGON_Cash_Total,1.0
DET,488,NNI_hyp_Total,AEGON_Cash_Total,1.0
DET,489,NRB_hyp_Income,AEGON_Cash_Total,1.0
DET,490,NRB_hyp_Total,AEGON_Cash_Total,1.0
DET,491,OblEurVzP_Income,European_3A_Bonds_Income,1.0
DET,492,OblEurVzP_Total,European_3A_Bonds_Total,1.0
DET,493,OptasCMF1Vv_Income,AsiaAndVvB_Income,0.0
DET,494,OptasCMF1Vv_Income,DepEurVvB_Income,0.3
DET,495,OptasCMF1Vv_Income,EmAsVvB_Income,0.01
DET,496,OptasCMF1Vv_Income,Emu3AOblVvB_Income,0.58
DET,497,OptasCMF1Vv_Income,EuAndVvB_Income,0.03
DET,498,OptasCMF1Vv_Income,FutVrwVvB_Income,0.0
DET,499,OptasCMF1Vv_Income,JapAndVvB_Income,0.01
DET,500,OptasCMF1Vv_Income,LamAndVvB_Income,0.0
DET,501,OptasCMF1Vv_Income,NamAndVvB_Income,0.06
DET,502,OptasCMF1Vv_Income,TKPCommodity_Income,0.0
DET,503,OptasCMF1Vv_Income,VgReAndVvB_Income,0.01
DET,504,OptasCMF1Vv_Total,AsiaAndVvB_Total,0.0
DET,505,OptasCMF1Vv_Total,DepEurVvB_Total,0.3
DET,506,OptasCMF1Vv_Total,EmAsVvB_Total,0.01
DET,507,OptasCMF1Vv_Total,Emu3AOblVvB_Total,0.58
DET,508,OptasCMF1Vv_Total,EuAndVvB_Total,0.03
DET,509,OptasCMF1Vv_Total,FutVrwVvB_Total,0.0
DET,510,OptasCMF1Vv_Total,JapAndVvB_Total,0.01
DET,511,OptasCMF1Vv_Total,LamAndVvB_Total,0.0
DET,512,OptasCMF1Vv_Total,NamAndVvB_Total,0.06
DET,513,OptasCMF1Vv_Total,TKPCommodity_Total,0.0
DET,514,OptasCMF1Vv_Total,VgReAndVvB_Total,0.01
DET,515,OptasCMF2Vv_Income,AsiaAndVvB_Income,0.01
DET,516,OptasCMF2Vv_Income,EmAsVvB_Income,0.01
DET,517,OptasCMF2Vv_Income,Emu3AOblVvB_Income,0.75
DET,518,OptasCMF2Vv_Income,EuAndVvB_Income,0.06
DET,519,OptasCMF2Vv_Income,FutVrwVvB_Income,0.0
DET,520,OptasCMF2Vv_Income,JapAndVvB_Income,0.02
DET,521,OptasCMF2Vv_Income,LamAndVvB_Income,0.0
DET,522,OptasCMF2Vv_Income,NamAndVvB_Income,0.11
DET,523,OptasCMF2Vv_Income,TKPCommodity_Income,0.0
DET,524,OptasCMF2Vv_Income,VgReAndVvB_Income,0.03
DET,525,OptasCMF2Vv_Total,AsiaAndVvB_Total,0.01
DET,526,OptasCMF2Vv_Total,EmAsVvB_Total,0.01
DET,527,OptasCMF2Vv_Total,Emu3AOblVvB_Total,0.75
DET,528,OptasCMF2Vv_Total,EuAndVvB_Total,0.06
DET,529,OptasCMF2Vv_Total,FutVrwVvB_Total,0.0
DET,530,OptasCMF2Vv_Total,JapAndVvB_Total,0.02
DET,531,OptasCMF2Vv_Total,LamAndVvB_Total,0.0
DET,532,OptasCMF2Vv_Total,NamAndVvB_Total,0.11
DET,533,OptasCMF2Vv_Total,TKPCommodity_Total,0.0
DET,534,OptasCMF2Vv_Total,VgReAndVvB_Total,0.03
DET,535,OptasCMF3Vv_Income,AsiaAndVvB_Income,0.01
DET,536,OptasCMF3Vv_Income,EmAsVvB_Income,0.02
DET,537,OptasCMF3Vv_Income,Emu3AOblVvB_Income,0.63
DET,538,OptasCMF3Vv_Income,EuAndVvB_Income,0.1
DET,539,OptasCMF3Vv_Income,FutVrwVvB_Income,0.0
DET,540,OptasCMF3Vv_Income,JapAndVvB_Income,0.04
DET,541,OptasCMF3Vv_Income,LamAndVvB_Income,0.01
DET,542,OptasCMF3Vv_Income,NamAndVvB_Income,0.17
DET,543,OptasCMF3Vv_Income,TKPCommodity_Income,0.0
DET,544,OptasCMF3Vv_Income,VgReAndVvB_Income,0.04
DET,545,OptasCMF3Vv_Total,AsiaAndVvB_Total,0.01
DET,546,OptasCMF3Vv_Total,EmAsVvB_Total,0.02
DET,547,OptasCMF3Vv_Total,Emu3AOblVvB_Total,0.63
DET,548,OptasCMF3Vv_Total,EuAndVvB_Total,0.1
DET,549,OptasCMF3Vv_Total,FutVrwVvB_Total,0.0
DET,550,OptasCMF3Vv_Total,JapAndVvB_Total,0.04
DET,551,OptasCMF3Vv_Total,LamAndVvB_Total,0.01
DET,552,OptasCMF3Vv_Total,NamAndVvB_Total,0.17
DET,553,OptasCMF3Vv_Total,TKPCommodity_Total,0.0
DET,554,OptasCMF3Vv_Total,VgReAndVvB_Total,0.04
DET,555,OptasCMF4Vv_Income,AsiaAndVvB_Income,0.02
DET,556,OptasCMF4Vv_Income,EmAsVvB_Income,0.03
DET,557,OptasCMF4Vv_Income,Emu3AOblVvB_Income,0.5
DET,558,OptasCMF4Vv_Income,EuAndVvB_Income,0.13
DET,559,OptasCMF4Vv_Income,FutVrwVvB_Income,0.0
DET,560,OptasCMF4Vv_Income,JapAndVvB_Income,0.05
DET,561,OptasCMF4Vv_Income,NamAndVvB_Income,0.22
DET,562,OptasCMF4Vv_Income,TKPCommodity_Income,0.0
DET,563,OptasCMF4Vv_Income,VgReAndVvB_Income,0.05
DET,564,OptasCMF4Vv_Total,AsiaAndVvB_Total,0.02
DET,565,OptasCMF4Vv_Total,EmAsVvB_Total,0.03
DET,566,OptasCMF4Vv_Total,Emu3AOblVvB_Total,0.5
DET,567,OptasCMF4Vv_Total,EuAndVvB_Total,0.13
DET,568,OptasCMF4Vv_Total,FutVrwVvB_Total,0.0
DET,569,OptasCMF4Vv_Total,JapAndVvB_Total,0.05
DET,570,OptasCMF4Vv_Total,NamAndVvB_Total,0.22
DET,571,OptasCMF4Vv_Total,TKPCommodity_Total,0.0
DET,572,OptasCMF4Vv_Total,VgReAndVvB_Total,0.05
DET,573,OptasCMF5Vv_Income,AsiaAndVvB_Income,0.02
DET,574,OptasCMF5Vv_Income,EmAsVvB_Income,0.03
DET,575,OptasCMF5Vv_Income,Emu3AOblVvB_Income,0.38
DET,576,OptasCMF5Vv_Income,EuAndVvB_Income,0.16
DET,577,OptasCMF5Vv_Income,FutVrwVvB_Income,0.0
DET,578,OptasCMF5Vv_Income,JapAndVvB_Income,0.06
DET,579,OptasCMF5Vv_Income,LamAndVvB_Income,0.01
DET,580,OptasCMF5Vv_Income,NamAndVvB_Income,0.28
DET,581,OptasCMF5Vv_Income,TKPCommodity_Income,0.0
DET,582,OptasCMF5Vv_Income,VgReAndVvB_Income,0.06
DET,583,OptasCMF5Vv_Total,AsiaAndVvB_Total,0.02
DET,584,OptasCMF5Vv_Total,EmAsVvB_Total,0.03
DET,585,OptasCMF5Vv_Total,Emu3AOblVvB_Total,0.38
DET,586,OptasCMF5Vv_Total,EuAndVvB_Total,0.16
DET,587,OptasCMF5Vv_Total,FutVrwVvB_Total,0.0
DET,588,OptasCMF5Vv_Total,JapAndVvB_Total,0.06
DET,589,OptasCMF5Vv_Total,LamAndVvB_Total,0.01
DET,590,OptasCMF5Vv_Total,NamAndVvB_Total,0.28
DET,591,OptasCMF5Vv_Total,TKPCommodity_Total,0.0
DET,592,OptasCMF5Vv_Total,VgReAndVvB_Total,0.06
DET,593,OptasEBS_hyp_Income,EuEqInsVv_Income,0.04
DET,594,OptasEBS_hyp_Income,PacEqInsVv_Income,0.01
DET,595,OptasEBS_hyp_Income,NamEqInsVv_Income,0.03
DET,596,OptasEBS_hyp_Income,VgReInsVv_Income,0.02
DET,597,OptasEBS_hyp_Income,TKPInflation_Income,0.14
DET,598,OptasEBS_hyp_Income,LDO_Income,0.02
DET,599,OptasEBS_hyp_Income,Emu3AInsVv_Income,0.75
DET,600,OptasEBS_hyp_Total,EuEqInsVv_Total,0.04
DET,601,OptasEBS_hyp_Total,PacEqInsVv_Total,0.01
DET,602,OptasEBS_hyp_Total,NamEqInsVv_Total,0.03
DET,603,OptasEBS_hyp_Total,VgReInsVv_Total,0.02
DET,604,OptasEBS_hyp_Total,TKPInflation_Total,0.14
DET,605,OptasEBS_hyp_Total,LDO_Total,0.02
DET,606,OptasEBS_hyp_Total,Emu3AInsVv_Total,0.75
DET,607,OptEuVvB_Income,Equities_Europe_Income,1.0
DET,608,OptEuVvB_Total,Equities_Europe_Total,1.0
DET,609,P03_hyp_fund_Income,10_YEAR_GOVERNMENT_AAA_Income,0.2
DET,610,P03_hyp_fund_Income,2_YEAR_GOVERNMENT_AAA_Income,0.35
DET,611,P03_hyp_fund_Income,30_YEAR_GOVERNMENT_AAA_Income,0.15
DET,612,P03_hyp_fund_Income,5_YEAR_GOVERNMENT_AAA_Income,0.3
DET,613,P03_hyp_fund_Total,10_YEAR_GOVERNMENT_AAA_Total,0.2
DET,614,P03_hyp_fund_Total,2_YEAR_GOVERNMENT_AAA_Total,0.35
DET,615,P03_hyp_fund_Total,30_YEAR_GOVERNMENT_AAA_Total,0.15
DET,616,P03_hyp_fund_Total,5_YEAR_GOVERNMENT_AAA_Total,0.3
DET,617,PacEqInsVv_Income,AsiaAndVvB_Income,0.19
DET,618,PacEqInsVv_Income,EmAsVvB_Income,0.27
DET,619,PacEqInsVv_Income,JapAndVvB_Income,0.54
DET,620,PacEqInsVv_Total,AsiaAndVvB_Total,0.19
DET,621,PacEqInsVv_Total,EmAsVvB_Total,0.27
DET,622,PacEqInsVv_Total,JapAndVvB_Total,0.54
DET,623,PacEqVz_Income,AsiaEqVz_Income,0.19
DET,624,PacEqVz_Income,EmAsEqVz_Income,0.27
DET,625,PacEqVz_Income,JapEqVz_Income,0.54
DET,626,PacEqVz_Total,AsiaEqVz_Total,0.19
DET,627,PacEqVz_Total,EmAsEqVz_Total,0.27
DET,628,PacEqVz_Total,JapEqVz_Total,0.54
DET,629,Pfizer_hyp_Income,AEGON_Cash_Total,0.01
DET,630,Pfizer_hyp_Income,WorldEqVz_Income,0.2
DET,631,Pfizer_hyp_Income,Emu3ABndVz_Income,0.79
DET,632,Pfizer_hyp_Total,AEGON_Cash_Total,0.01
DET,633,Pfizer_hyp_Total,WorldEqVz_Total,0.2
DET,634,Pfizer_hyp_Total,Emu3ABndVz_Total,0.79
DET,635,PinkRoccade_hyp_Income,WorldEqVz_Income,0.1
DET,636,PinkRoccade_hyp_Income,AEGON_Cash_Total,0.01
DET,637,PinkRoccade_hyp_Income,Emu3ABndVz_Income,0.76
DET,638,PinkRoccade_hyp_Income,HypVz_Income,0.13
DET,639,PinkRoccade_hyp_Total,WorldEqVz_Total,0.1
DET,640,PinkRoccade_hyp_Total,AEGON_Cash_Total,0.01
DET,641,PinkRoccade_hyp_Total,Emu3ABndVz_Total,0.76
DET,642,PinkRoccade_hyp_Total,HypVz_Total,0.13
DET,643,Polynorm_hyp_Income,StrAll6535Vz_Income,1.0
DET,644,Polynorm_hyp_Total,StrAll6535Vz_Total,1.0
DET,645,PrivEqVz_Income,Private_Equity_Income,1.0
DET,646,PrivEqVz_Total,Private_Equity_Total,1.0
DET,647,Prof1RtVv_Income,DepEurVvB_Income,0.0
DET,648,Prof1RtVv_Income,Emu3AObVvB_Income,1.0
DET,649,Prof1RtVv_Income,FutVrwVvB_Income,0.0
DET,650,Prof1RtVv_Total,DepEurVvB_Total,0.0
DET,651,Prof1RtVv_Total,Emu3AObVvB_Total,1.0
DET,652,Prof1RtVv_Total,FutVrwVvB_Total,0.0
DET,653,Prof1Vz_Income,Emu3ABndVz_Income,1.0
DET,654,Prof1Vz_Total,Emu3ABndVz_Total,1.0
DET,655,Prof2Vz_Income,StrAll7525Vz_Income,1.0
DET,656,Prof2Vz_Total,StrAll7525Vz_Total,1.0
DET,657,Prof3Vz_Income,StrAll6535Vz_Income,1.0
DET,658,Prof3Vz_Total,StrAll6535Vz_Total,1.0
DET,659,RntVz_Income,EuroVzP_Income,1.0
DET,660,RntVz_Income,FutVrwVzP_Income,0.0
DET,661,RntVz_Total,EuroVzP_Total,1.0
DET,662,RntVz_Total,FutVrwVzP_Total,0.0
DET,663,Sanoma_hyp_Income,EmEMEAEqVz_Income,0.01
DET,664,Sanoma_hyp_Income,WrdComVz_Income,0.01
DET,665,Sanoma_hyp_Income,JapEqABVz_Income,0.02
DET,666,Sanoma_hyp_Income,AsiaEqABVz_Income,0.03
DET,667,Sanoma_hyp_Income,NamEqABVz_Income,0.03
DET,668,Sanoma_hyp_Income,EmAsEqABVz_Income,0.03
DET,669,Sanoma_hyp_Income,NamXEqABVz_Income,0.03
DET,670,Sanoma_hyp_Income,WrdHiYVz_Income,0.04
DET,671,Sanoma_hyp_Income,EuEqABVz_Income,0.05
DET,672,Sanoma_hyp_Income,TKPRealEstate_Income,0.05
DET,673,Sanoma_hyp_Income,LDOVz_Income,0.06
DET,674,Sanoma_hyp_Income,EMDVz_Income,0.17
DET,675,Sanoma_hyp_Income,EurCreVz_Income,0.22
DET,676,Sanoma_hyp_Income,Emu3ABndVz_Income,0.26
DET,677,Sanoma_hyp_Total,EmEMEAEqVz_Total,0.01
DET,678,Sanoma_hyp_Total,WrdComVz_Total,0.01
DET,679,Sanoma_hyp_Total,JapEqABVz_Total,0.02
DET,680,Sanoma_hyp_Total,AsiaEqABVz_Total,0.03
DET,681,Sanoma_hyp_Total,NamEqABVz_Total,0.03
DET,682,Sanoma_hyp_Total,EmAsEqABVz_Total,0.03
DET,683,Sanoma_hyp_Total,NamXEqABVz_Total,0.03
DET,684,Sanoma_hyp_Total,WrdHiYVz_Total,0.04
DET,685,Sanoma_hyp_Total,EuEqABVz_Total,0.05
DET,686,Sanoma_hyp_Total,TKPRealEstate_Total,0.05
DET,687,Sanoma_hyp_Total,LDOVz_Total,0.06
DET,688,Sanoma_hyp_Total,EMDVz_Total,0.17
DET,689,Sanoma_hyp_Total,EurCreVz_Total,0.22
DET,690,Sanoma_hyp_Total,Emu3ABndVz_Total,0.26
DET,691,Sappi_hyp_Income,AEGON_Cash_Total,1.0
DET,692,Sappi_hyp_Total,AEGON_Cash_Total,1.0
DET,693,SriAndVvB_Income,WorldEqVz_Income,1.0
DET,694,SriAndVvB_Total,WorldEqVz_Total,1.0
DET,695,SriWrdEqVz_Income,Equities_Europe_Income,1.0
DET,696,SriWrdEqVz_Total,Equities_Europe_Total,1.0
DET,697,SriWrdInsVv_Income,Equities_Europe_Income,1.0
DET,698,SriWrdInsVv_Total,Equities_Europe_Total,1.0
DET,699,StrAll6535Vz_Income,AbsRetVz_Income,0.07
DET,700,StrAll6535Vz_Income,ABSVz_Income,0.07
DET,701,StrAll6535Vz_Income,EMDVz_Income,0.02
DET,702,StrAll6535Vz_Income,Emu3ABndVz_Income,0.16
DET,703,StrAll6535Vz_Income,EurCreVz_Income,0.18
DET,704,StrAll6535Vz_Income,GTAAVz_Income,0.01
DET,705,StrAll6535Vz_Income,HypVz_Income,0.16
DET,706,StrAll6535Vz_Income,LDOVz_Income,0.03
DET,707,StrAll6535Vz_Income,PrivEqVz_Income,0.04
DET,708,StrAll6535Vz_Income,TKPCommodity_Income,0.03
DET,709,StrAll6535Vz_Income,VastgoedFd_Income,0.09
DET,710,StrAll6535Vz_Income,WorldXEqVz_Income,0.13
DET,711,StrAll6535Vz_Income,WrdHiYVz_Income,0.02
DET,712,StrAll6535Vz_Total,AbsRetVz_Total,0.07
DET,713,StrAll6535Vz_Total,ABSVz_Total,0.07
DET,714,StrAll6535Vz_Total,EMDVz_Total,0.02
DET,715,StrAll6535Vz_Total,Emu3ABndVz_Total,0.16
DET,716,StrAll6535Vz_Total,EurCreVz_Total,0.18
DET,717,StrAll6535Vz_Total,GTAAVz_Total,0.01
DET,718,StrAll6535Vz_Total,HypVz_Total,0.16
DET,719,StrAll6535Vz_Total,LDOVz_Total,0.03
DET,720,StrAll6535Vz_Total,PrivEqVz_Total,0.04
DET,721,StrAll6535Vz_Total,TKPCommodity_Total,0.03
DET,722,StrAll6535Vz_Total,VastgoedFd_Total,0.09
DET,723,StrAll6535Vz_Total,WorldXEqVz_Total,0.13
DET,724,StrAll6535Vz_Total,WrdHiYVz_Total,0.02
DET,725,StrAll7525Vz_Income,AbsRetVz_Income,0.05
DET,726,StrAll7525Vz_Income,ABSVz_Income,0.08
DET,727,StrAll7525Vz_Income,EMDVz_Income,0.02
DET,728,StrAll7525Vz_Income,Emu3ABndVz_Income,0.23
DET,729,StrAll7525Vz_Income,EurCreVz_Income,0.21
DET,730,StrAll7525Vz_Income,GTAAVz_Income,0.01
DET,731,StrAll7525Vz_Income,HypVz_Income,0.18
DET,732,StrAll7525Vz_Income,PrivEqVz_Income,0.03
DET,733,StrAll7525Vz_Income,TKPCommodity_Income,0.02
DET,734,StrAll7525Vz_Income,VastgoedFd_Income,0.06
DET,735,StrAll7525Vz_Income,WorldXEqVz_Income,0.09
DET,736,StrAll7525Vz_Income,WrdHiYVz_Income,0.02
DET,737,StrAll7525Vz_Total,AbsRetVz_Total,0.05
DET,738,StrAll7525Vz_Total,ABSVz_Total,0.08
DET,739,StrAll7525Vz_Total,EMDVz_Total,0.02
DET,740,StrAll7525Vz_Total,Emu3ABndVz_Total,0.23
DET,741,StrAll7525Vz_Total,EurCreVz_Total,0.21
DET,742,StrAll7525Vz_Total,GTAAVz_Total,0.01
DET,743,StrAll7525Vz_Total,HypVz_Total,0.18
DET,744,StrAll7525Vz_Total,PrivEqVz_Total,0.03
DET,745,StrAll7525Vz_Total,TKPCommodity_Total,0.02
DET,746,StrAll7525Vz_Total,VastgoedFd_Total,0.06
DET,747,StrAll7525Vz_Total,WorldXEqVz_Total,0.09
DET,748,StrAll7525Vz_Total,WrdHiYVz_Total,0.02
DET,749,StrAll8020Vz_Income,AbsRetVz_Income,0.04
DET,750,StrAll8020Vz_Income,ABSVz_Income,0.09
DET,751,StrAll8020Vz_Income,EMDVz_Income,0.02
DET,752,StrAll8020Vz_Income,Emu3ABndVz_Income,0.2
DET,753,StrAll8020Vz_Income,EurCreVz_Income,0.23
DET,754,StrAll8020Vz_Income,GTAAVz_Income,0.01
DET,755,StrAll8020Vz_Income,HypVz_Income,0.19
DET,756,StrAll8020Vz_Income,LDOVz_Income,0.04
DET,757,StrAll8020Vz_Income,PrivEqVz_Income,0.02
DET,758,StrAll8020Vz_Income,TKPCommodity_Income,0.01
DET,759,StrAll8020Vz_Income,VastgoedFd_Income,0.05
DET,760,StrAll8020Vz_Income,WorldXEqVz_Income,0.08
DET,761,StrAll8020Vz_Income,WrdHiYVz_Income,0.02
DET,762,StrAll8020Vz_Total,AbsRetVz_Total,0.04
DET,763,StrAll8020Vz_Total,ABSVz_Total,0.09
DET,764,StrAll8020Vz_Total,EMDVz_Total,0.02
DET,765,StrAll8020Vz_Total,Emu3ABndVz_Total,0.2
DET,766,StrAll8020Vz_Total,EurCreVz_Total,0.23
