model,covg_cd,perc_fund,perc_fund_2l,restitution,perc_rest_prem,boxtel,boxtel_corr,benefit_type,sum_ins_incr,sum_ins_decr_ind,age_incr_start,age_incr_end,surr_zillm_pc_cov,surr_zillm_minterm_cov,surr_zillm_maxterm_cov,bid_spread_perc,nr_lifes,switch_ecm_calc,use_for_savingprem,group
AVN,0,1.1,1.1,N,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,OVL
AVN,1,0.0,0.0,NA,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,OVL
AVN,2,0.0,0.0,NA,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,OVL
AVN,15,0.0,0.0,NA,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,OVL
AVN,16,0.0,0.0,NA,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,OVL
AVN,17,1.1,0.0,N,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,OVL
AVN,18,1.1,1.1,N,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,OVL
AVN,22,1.1,0.0,N,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,OVL
AVN,23,1.1,1.1,N,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,OVL
AVN,24,1.1,0.0,N,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,OVL
AVN,25,0.0,0.0,N,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,OVL
AVN,26,0.9,0.0,N,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,OVL
AVN,27,1.1,0.0,N,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,OVL
AVN,28,1.1,1.1,N,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,OVL
AVN,29,1.1,0.0,N,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,OVL
AVN,30,0.9,0.0,N,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,OVL
AVN,31,0.9,0.9,N,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,OVL
AVN,32,0.0,0.0,N,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,OVL
AVN,33,1.1,0.0,N,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,OVL
AVN,34,1.1,0.0,N,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,OVL
AVN,35,1.1,0.0,N,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,OVL
AVN,36,1.1,0.0,N,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,OVL
AVN,37,0.0,0.0,N,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,AS
AVN,38,0.0,0.0,N,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,AS
AVN,40,1.0,0.0,N,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,OVL
AVN,41,1.0,1.0,N,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,OVL
AVN,42,1.0,0.0,N,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,OVL
AVN,43,1.0,1.0,N,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,OVL
AVN,44,1.0,0.0,N,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,OVL
AVN,45,1.0,1.0,N,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,OVL
AVN,48,0.0,0.0,N,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,OVL
AVN,49,1.1,0.0,N,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,OVL
AVN,50,1.1,0.0,N,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,OVL
AVN,51,1.1,0.0,N,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,OVL
CAE,0,0.0,0.0,N,0.0,N,0,WOL,0,0,0,120,0,0,0,0.02,"","",1,""
CAE,1,0.0,0.0,N,0.0,N,0,WOL,0,0,0,120,0,0,0,0.02,"","",1,""
CAE,20,0.0,0.0,N,0.0,N,0,WOL,0,0,0,120,0,0,0,0.02,"","",0,""
CAE,160,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,0.02,"","",0,""
CAE,170,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,0.02,"","",0,""
CAE,174,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,0.02,"","",0,""
CAE,180,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,0.02,"","",0,""
CAE,181,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,0.02,"","",0,""
CAE,182,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,0.02,"","",0,""
CAE,184,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,0.02,"","",0,""
CAE,185,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,0.02,"","",0,""
CAE,190,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,0.02,"","",0,""
CAE,191,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,0.02,"","",0,""
CAE,192,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,0.02,"","",0,""
CAE,193,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,0.02,"","",0,""
CAE,194,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,0.02,"","",0,""
CAE,195,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,0.02,"","",0,""
CAE,196,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,0.02,"","",0,""
CAE,197,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,0.02,"","",0,""
CAE,200,0.0,0.0,N,0.0,N,0,WOL,0,0,0,120,0.04,0,0,0.02,"","",1,""
CAE,204,0.0,0.0,N,0.0,N,0,WOL,0,0,0,120,0.04,0,0,0.02,"","",1,""
CAE,206,0.0,0.0,N,0.0,N,0,WOL,0,0,0,120,0.04,0,0,0.02,"","",1,""
CAE,220,0.0,0.0,N,0.0,N,0,WOL,0,0,0,120,0.04,0,0,0.02,"","",1,""
CAE,225,0.0,0.0,N,0.0,N,0,WOL,0,0,0,65,0.04,0,0,0.02,"","",1,""
CAE,226,0.0,0.0,N,0.0,N,0,WOL,0,0,0,120,0.04,0,0,0.02,"","",1,""
CAE,230,0.0,0.0,N,0.0,N,0,WOL,0,0,0,120,0.04,0,0,0.02,"","",1,""
CAE,231,0.0,0.0,N,0.0,N,0,WOL,0,0,0,120,0.04,0,0,0.02,"","",1,""
CAE,240,0.0,0.0,N,0.0,N,0,WOL,0,0,0,120,0.04,0,0,0.02,"","",1,""
CAE,241,0.0,0.0,N,0.0,N,0,WOL,0,0,65,120,0.04,0,0,0.02,"","",1,""
CAE,245,0.0,0.0,N,0.0,N,0,WOL,0,0,0,120,0.04,0,0,0.02,"","",1,""
CAE,250,0.0,0.0,N,0.0,N,0,WOL,0,0,0,120,0.04,0,0,0.02,"","",1,""
CAE,260,0.0,0.0,N,0.0,N,0,WOL,0,0,0,120,0.04,0,0,0.02,"","",1,""
CAE,270,0.0,0.0,N,0.0,N,0,WOL,0,0,0,120,0.04,0,0,0.02,"","",1,""
CAE,272,0.0,0.0,N,0.0,N,0,WOL,0,0,0,120,0.04,0,0,0.02,"","",1,""
CAE,280,0.0,0.0,N,0.0,N,0,WOL,0,0,0,120,0.04,0,0,0.02,"","",1,""
CAE,282,0.0,0.0,N,0.0,N,0,WOL,0,0,0,120,0.04,0,0,0.02,"","",1,""
CAE,284,0.0,0.0,N,0.0,N,0,WOL,0,0,0,120,0.04,0,0,0.02,"","",1,""
CAE,290,0.0,0.0,N,0.0,N,0,WOL,0,0,0,120,0.04,0,0,0.02,"","",1,""
CAE,296,0.0,0.0,N,0.0,N,0,WOL,0,0,0,120,0.04,0,0,0.02,"","",1,""
CAE,297,0.0,0.0,N,0.0,N,0,WOL,0,0,0,120,0.04,0,0,0.02,"","",1,""
CAE,300,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,0.02,"","",1,""
CAE,304,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,0.02,"","",1,""
CAE,305,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,0.02,"","",1,""
CAE,306,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,0.02,"","",1,""
CAE,309,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,0.02,"","",1,""
CAE,325,0.0,0.0,N,0.0,N,0,WOL,0,0,0,120,0.02,120,420,0.02,"","",1,""
CAE,340,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,0.02,"","",1,""
CAE,344,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,0.02,"","",1,""
CAE,345,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,0.02,"","",1,""
CAE,346,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,0.02,"","",1,""
CAE,348,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,0.02,"","",1,""
CAE,349,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,0.02,"","",1,""
CAE,380,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,0.02,"","",1,""
CAE,381,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,0.02,"","",1,""
CAE,384,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,0.02,"","",1,""
CAE,397,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,0.02,"","",1,""
CAE,398,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,0.02,"","",1,""
CAE,400,0.0,0.0,N,0.0,N,0,WOL,0,0,0,120,0.02,120,420,0.02,"","",0,""
CAE,404,0.0,0.0,N,0.0,N,0,WOL,0,0,0,120,0.02,120,420,0.02,"","",0,""
CAE,406,0.0,0.0,N,0.0,N,0,WOL,0,2,0,120,0.02,120,420,0.02,"","",0,""
CAE,409,0.0,0.0,N,0.0,N,0,WOL,0,0,0,120,0.02,120,420,0.02,"","",0,""
CAE,410,0.0,0.0,N,0.0,N,0,WOL,0,3,0,120,0.02,120,420,0.02,"","",0,""
CAE,414,0.0,0.0,N,0.0,N,0,WOL,0,3,0,120,0.02,120,420,0.02,"","",0,""
CAE,419,0.0,0.0,N,0.0,N,0,WOL,0,0,0,120,0.02,120,420,0.02,"","",0,""
CAE,425,0.0,0.0,N,0.0,N,0,WOL,0,0,0,120,0.02,120,420,0.02,"","",0,""
CAE,430,0.0,0.0,N,0.0,N,0,WOL,0,1,0,120,0.02,120,420,0.02,"","",0,""
CAE,432,0.0,0.0,N,0.0,N,0,WOL,0,0,0,120,0.02,120,420,0.02,"","",0,""
CAE,434,0.0,0.0,N,0.0,N,0,WOL,0,1,0,120,0.02,120,420,0.02,"","",0,""
CAE,439,0.0,0.0,N,0.0,N,0,WOL,0,1,0,120,0.02,120,420,0.02,"","",0,""
CAE,460,0.0,0.0,N,0.0,N,0,WOL,0,0,0,120,0.02,120,420,0.02,"","",0,""
CAE,486,0.0,0.0,N,0.0,N,0,WOL,0,2,0,120,0.02,120,420,0.02,"","",0,""
CAE,490,0.0,0.0,N,0.0,N,0,WOL,0,0,0,120,0.02,120,420,0.02,"","",0,""
CAE,500,0.0,0.0,N,0.0,N,0,FIXED_TERM,0,0,0,120,0.04,120,420,0.02,"","",1,""
CAE,504,0.0,0.0,N,0.0,N,0,FIXED_TERM,0,0,0,120,0.04,120,420,0.02,"","",1,""
CAE,506,0.0,0.0,N,0.0,N,0,FIXED_TERM,0,0,0,120,0.04,120,420,0.02,"","",1,""
CAE,549,0.0,0.0,N,0.0,N,0,FIXED_TERM,0,0,0,120,0.04,120,420,0.02,"","",1,""
CAE,560,0.0,0.0,N,0.0,N,0,WOL,0,0,0,120,0.02,120,420,0.02,"","",0,""
CAE,564,0.0,0.0,N,0.0,N,0,WOL,0,0,0,120,0.02,120,420,0.02,"","",0,""
CAE,570,0.0,0.0,N,0.0,N,0,FIXED_TERM,0,0,0,120,0.04,120,420,0.02,"","",1,""
CAE,572,0.0,0.0,N,0.0,N,0,FIXED_TERM,0,0,0,120,0.04,120,420,0.02,"","",1,""
CAE,575,0.0,0.0,N,0.0,N,0,FIXED_TERM,0,0,0,120,0.04,120,420,0.02,"","",1,""
CAE,577,0.0,0.0,N,0.0,N,0,FIXED_TERM,0,0,0,120,0.04,120,420,0.02,"","",1,""
CAE,595,0.0,0.0,N,0.0,N,0,FIXED_TERM,0,0,0,120,0.04,120,420,0.02,"","",1,""
CAE,597,0.0,0.0,N,0.0,N,0,FIXED_TERM,0,0,0,120,0.04,120,420,0.02,"","",1,""
CAE,600,0.0,0.0,N,0.0,N,0,PUR,0,0,0,120,0.0125,120,420,0.02,"","",1,""
CAE,604,0.0,0.0,N,0.0,N,0,PUR,0,0,0,120,0.0125,120,420,0.02,"","",1,""
CAE,610,0.0,0.0,Y,0.0,N,0,PUR,0,0,0,120,0.0125,120,420,0.02,"","",1,""
