keyfield,postid,product,group,kstvlgnr,kstcd,ksttotbd,kstvbgjr,kstvbgmd,chgperiod,recordno
608434270,608434270,CHARGE,chg,2,1.0,8.28,2007,11,34.0,839
608434700,608434700,CHARGE,chg,1,1.0,143.28,2007,11,34.0,840
608434700,608434700,CHARGE,chg,2,1.0,22.08,2007,11,34.0,841
608434780,608434780,CHARGE,chg,2,1.0,21.84,2007,11,35.0,842
608434780,608434780,CHARGE,chg,1,1.0,142.32,2007,11,35.0,843
608435010,608435010,CHARGE,chg,1,1.0,86.28,2007,11,35.0,844
608435010,608435010,CHARGE,chg,2,1.0,13.32,2007,11,35.0,845
608435230,608435230,CHARGE,chg,1,1.0,37.8,2007,11,34.0,846
608435230,608435230,CHARGE,chg,2,1.0,5.76,2007,11,34.0,847
608435310,608435310,CHARGE,chg,1,1.0,50.88,2007,11,35.0,848
608435310,608435310,CHARGE,chg,2,1.0,7.8,2007,11,35.0,849
608435530,608435530,CHARGE,chg,1,1.0,136.2,2007,11,35.0,850
608435530,608435530,CHARGE,chg,2,1.0,20.88,2007,11,35.0,851
608435590,608435590,CHARGE,chg,1,1.0,122.04,2007,11,35.0,852
608435590,608435590,CHARGE,chg,2,1.0,18.72,2007,11,35.0,853
608435600,608435600,CHARGE,chg,2,1.0,3.0,2007,11,35.0,854
608435600,608435600,CHARGE,chg,1,1.0,19.08,2007,11,35.0,855
608435690,608435690,CHARGE,chg,1,1.0,31.68,2007,11,35.0,856
608435690,608435690,CHARGE,chg,2,1.0,4.92,2007,11,35.0,857
608435740,608435740,CHARGE,chg,1,1.0,23.88,2007,11,35.0,858
608435740,608435740,CHARGE,chg,2,1.0,3.72,2007,11,35.0,859
608436020,608436020,CHARGE,chg,1,1.0,88.68,2007,11,35.0,860
608436020,608436020,CHARGE,chg,2,1.0,13.68,2007,11,35.0,861
608436200,608436200,CHARGE,chg,1,1.0,132.36,2007,11,35.0,862
608436200,608436200,CHARGE,chg,2,1.0,20.28,2007,11,35.0,863
608436270,608436270,CHARGE,chg,1,1.0,86.88,2007,11,35.0,864
608436270,608436270,CHARGE,chg,2,1.0,13.32,2007,11,35.0,865
608436300,608436300,CHARGE,chg,2,1.0,8.52,2007,11,35.0,866
608436300,608436300,CHARGE,chg,1,1.0,55.32,2007,11,35.0,867
608436710,608436710,CHARGE,chg,2,1.0,4.92,2007,11,35.0,868
608436710,608436710,CHARGE,chg,1,1.0,32.04,2007,11,35.0,869
608436860,608436860,CHARGE,chg,1,1.0,51.6,2007,11,35.0,870
608436860,608436860,CHARGE,chg,2,1.0,7.92,2007,11,35.0,871
608436930,608436930,CHARGE,chg,1,1.0,135.36,2007,11,36.0,872
608436930,608436930,CHARGE,chg,2,1.0,20.76,2007,11,36.0,873
608437030,608437030,CHARGE,chg,1,1.0,99.72,2007,11,35.0,874
608437030,608437030,CHARGE,chg,2,1.0,15.36,2007,11,35.0,875
608437280,608437280,CHARGE,chg,1,1.0,43.44,2007,11,35.0,876
608437280,608437280,CHARGE,chg,2,1.0,6.72,2007,11,35.0,877
608437370,608437370,CHARGE,chg,1,1.0,116.76,2007,11,35.0,878
608437370,608437370,CHARGE,chg,2,1.0,17.88,2007,11,35.0,879
608437430,608437430,CHARGE,chg,1,1.0,110.64,2007,11,36.0,880
608437430,608437430,CHARGE,chg,2,1.0,17.04,2007,11,36.0,881
608437570,608437570,CHARGE,chg,2,1.0,8.88,2007,11,35.0,882
608437570,608437570,CHARGE,chg,1,1.0,57.84,2007,11,35.0,883
608437660,608437660,CHARGE,chg,1,1.0,50.28,2007,11,35.0,884
608437660,608437660,CHARGE,chg,2,1.0,7.68,2007,11,35.0,885
608437720,608437720,CHARGE,chg,1,1.0,117.72,2007,11,35.0,886
608437720,608437720,CHARGE,chg,2,1.0,18.12,2007,11,35.0,887
608437780,608437780,CHARGE,chg,1,1.0,61.68,2007,11,35.0,888
608437780,608437780,CHARGE,chg,2,1.0,9.48,2007,11,35.0,889
608437900,608437900,CHARGE,chg,1,1.0,69.72,2007,11,35.0,890
608437900,608437900,CHARGE,chg,2,1.0,10.68,2007,11,35.0,891
608437950,608437950,CHARGE,chg,1,1.0,54.36,2007,11,35.0,892
608437950,608437950,CHARGE,chg,2,1.0,8.4,2007,11,35.0,893
608438500,608438500,CHARGE,chg,2,1.0,2.28,2007,11,35.0,894
608438500,608438500,CHARGE,chg,1,1.0,14.64,2007,11,35.0,895
608438520,608438520,CHARGE,chg,1,1.0,96.48,2007,11,36.0,896
608438520,608438520,CHARGE,chg,2,1.0,14.76,2007,11,36.0,897
608438810,608438810,CHARGE,chg,1,1.0,137.04,2007,11,36.0,898
608438810,608438810,CHARGE,chg,2,1.0,21.12,2007,11,36.0,899
608438860,608438860,CHARGE,chg,1,1.0,53.64,2007,11,35.0,900
608438860,608438860,CHARGE,chg,2,1.0,8.28,2007,11,35.0,901
608438990,608438990,CHARGE,chg,1,1.0,116.04,2007,11,36.0,902
608438990,608438990,CHARGE,chg,2,1.0,17.76,2007,11,36.0,903
608439110,608439110,CHARGE,chg,3,1.0,16.8,2007,11,35.0,904
608439110,608439110,CHARGE,chg,4,1.0,8.04,2007,11,61.0,905
608439110,608439110,CHARGE,chg,1,1.0,109.44,2007,11,35.0,906
608439110,608439110,CHARGE,chg,2,1.0,52.56,2007,11,61.0,907
608439230,608439230,CHARGE,chg,1,1.0,6.12,2015,3,120.0,908
608439230,608439230,CHARGE,chg,2,1.0,39.48,2015,3,120.0,909
608439270,608439270,CHARGE,chg,1,1.0,35.28,2007,11,35.0,910
608439270,608439270,CHARGE,chg,2,1.0,5.4,2007,11,35.0,911
608439590,608439590,CHARGE,chg,1,1.0,123.12,2007,11,35.0,912
608439590,608439590,CHARGE,chg,2,1.0,18.96,2007,11,35.0,913
608439640,608439640,CHARGE,chg,1,1.0,71.88,2007,11,35.0,914
608439640,608439640,CHARGE,chg,2,1.0,11.04,2007,11,35.0,915
608439710,608439710,CHARGE,chg,2,1.0,5.64,2007,11,36.0,916
608439710,608439710,CHARGE,chg,1,1.0,36.72,2007,11,36.0,917
608440030,608440030,CHARGE,chg,2,1.0,11.04,2007,11,35.0,918
608440030,608440030,CHARGE,chg,1,1.0,72.12,2007,11,35.0,919
608440120,608440120,CHARGE,chg,1,1.0,79.32,2007,11,35.0,920
608440120,608440120,CHARGE,chg,2,1.0,12.12,2007,11,35.0,921
608440140,608440140,CHARGE,chg,1,1.0,109.56,2007,11,35.0,922
608440140,608440140,CHARGE,chg,2,1.0,16.8,2007,11,35.0,923
608440430,608440430,CHARGE,chg,1,1.0,30.84,2007,11,36.0,924
608440430,608440430,CHARGE,chg,2,1.0,4.68,2007,11,36.0,925
608440690,608440690,CHARGE,chg,1,1.0,83.16,2007,11,36.0,926
608440690,608440690,CHARGE,chg,2,1.0,12.72,2007,11,36.0,927
608440780,608440780,CHARGE,chg,1,1.0,123.48,2007,11,36.0,928
608440780,608440780,CHARGE,chg,2,1.0,18.96,2007,11,36.0,929
608441150,608441150,CHARGE,chg,2,1.0,7.68,2007,11,36.0,930
608441150,608441150,CHARGE,chg,1,1.0,49.8,2007,11,36.0,931
608441200,608441200,CHARGE,chg,1,1.0,28.32,2007,11,36.0,932
608441200,608441200,CHARGE,chg,2,1.0,4.32,2007,11,36.0,933
608441270,608441270,CHARGE,chg,1,1.0,131.88,2007,11,36.0,934
608441270,608441270,CHARGE,chg,2,1.0,20.28,2007,11,36.0,935
608441490,608441490,CHARGE,chg,1,1.0,36.96,2007,11,36.0,936
608441490,608441490,CHARGE,chg,2,1.0,103.68,2008,2,120.0,937
608441490,608441490,CHARGE,chg,3,1.0,5.64,2007,11,36.0,938
608441490,608441490,CHARGE,chg,4,1.0,15.96,2008,2,120.0,939
608441610,608441610,CHARGE,chg,1,1.0,23.4,2007,11,36.0,940
608441610,608441610,CHARGE,chg,2,1.0,3.6,2007,11,36.0,941
608441730,608441730,CHARGE,chg,2,1.0,59.88,2015,2,120.0,942
608441730,608441730,CHARGE,chg,1,1.0,9.24,2015,2,120.0,943
608442020,608442020,CHARGE,chg,1,1.0,114.96,2007,11,36.0,944
608442020,608442020,CHARGE,chg,2,1.0,17.64,2007,11,36.0,945
608442580,608442580,CHARGE,chg,1,1.0,93.0,2007,11,36.0,946
608442580,608442580,CHARGE,chg,2,1.0,14.28,2007,11,36.0,947
608442660,608442660,CHARGE,chg,1,1.0,38.76,2007,11,36.0,948
608442660,608442660,CHARGE,chg,2,1.0,6.0,2007,11,36.0,949
608442980,608442980,CHARGE,chg,1,1.0,122.64,2007,11,38.0,950
608442980,608442980,CHARGE,chg,2,1.0,18.84,2007,11,38.0,951
608442990,608442990,CHARGE,chg,1,1.0,102.6,2007,11,36.0,952
608442990,608442990,CHARGE,chg,2,1.0,15.72,2007,11,36.0,953
608443070,608443070,CHARGE,chg,2,1.0,24.48,2007,11,37.0,954
608443070,608443070,CHARGE,chg,1,1.0,159.36,2007,11,37.0,955
608443230,608443230,CHARGE,chg,1,1.0,83.88,2007,11,36.0,956
608443230,608443230,CHARGE,chg,2,1.0,12.84,2007,11,36.0,957
608443240,608443240,CHARGE,chg,1,1.0,114.0,2007,11,36.0,958
608443240,608443240,CHARGE,chg,2,1.0,17.52,2007,11,36.0,959
608443460,608443460,CHARGE,chg,1,1.0,120.6,2007,11,36.0,960
608443460,608443460,CHARGE,chg,2,1.0,18.48,2007,11,36.0,961
608443630,608443630,CHARGE,chg,1,1.0,158.52,2007,11,36.0,962
608443630,608443630,CHARGE,chg,2,1.0,24.36,2007,11,36.0,963
608443770,608443770,CHARGE,chg,1,1.0,85.08,2007,11,36.0,964
608443770,608443770,CHARGE,chg,2,1.0,13.08,2007,11,36.0,965
608444540,608444540,CHARGE,chg,1,1.0,119.4,2007,11,37.0,966
608444540,608444540,CHARGE,chg,2,1.0,18.36,2007,11,37.0,967
608444570,608444570,CHARGE,chg,2,1.0,31.2,2007,11,37.0,968
608444570,608444570,CHARGE,chg,1,1.0,202.8,2007,11,37.0,969
608444610,608444610,CHARGE,chg,1,1.0,44.4,2007,11,36.0,970
608444610,608444610,CHARGE,chg,2,1.0,6.84,2007,11,36.0,971
608444680,608444680,CHARGE,chg,1,1.0,169.92,2007,11,37.0,972
608444680,608444680,CHARGE,chg,2,1.0,26.04,2007,11,37.0,973
608444960,608444960,CHARGE,chg,1,1.0,150.96,2007,11,37.0,974
608444960,608444960,CHARGE,chg,2,1.0,23.16,2007,11,37.0,975
608445000,608445000,CHARGE,chg,1,1.0,62.4,2007,11,36.0,976
608445000,608445000,CHARGE,chg,2,1.0,9.6,2007,11,36.0,977
608445010,608445010,CHARGE,chg,3,1.0,16.08,2007,11,37.0,978
608445010,608445010,CHARGE,chg,4,1.0,23.76,2007,11,48.0,979
608445010,608445010,CHARGE,chg,1,1.0,104.88,2007,11,37.0,980
608445010,608445010,CHARGE,chg,2,1.0,154.8,2007,11,48.0,981
608445030,608445030,CHARGE,chg,1,1.0,115.44,2007,11,36.0,982
608445030,608445030,CHARGE,chg,2,1.0,17.76,2007,11,36.0,983
608445040,608445040,CHARGE,chg,1,1.0,28.8,2007,11,36.0,984
608445040,608445040,CHARGE,chg,2,1.0,4.44,2007,11,36.0,985
608445150,608445150,CHARGE,chg,1,1.0,57.72,2007,11,37.0,986
608445150,608445150,CHARGE,chg,2,1.0,56.52,2007,11,52.0,987
608445150,608445150,CHARGE,chg,3,1.0,8.88,2007,11,37.0,988
608445150,608445150,CHARGE,chg,4,1.0,8.64,2007,11,52.0,989
608445210,608445210,CHARGE,chg,1,1.0,55.8,2007,11,36.0,990
608445210,608445210,CHARGE,chg,2,1.0,8.64,2007,11,36.0,991
608445330,608445330,CHARGE,chg,4,1.0,1.56,2007,11,115.0,992
608445330,608445330,CHARGE,chg,3,1.0,9.24,2007,11,36.0,993
608445330,608445330,CHARGE,chg,2,1.0,10.08,2007,11,115.0,994
608445330,608445330,CHARGE,chg,1,1.0,60.36,2007,11,36.0,995
608445430,608445430,CHARGE,chg,1,1.0,104.04,2007,11,36.0,996
608445430,608445430,CHARGE,chg,2,1.0,15.96,2007,11,36.0,997
608445460,608445460,CHARGE,chg,1,1.0,166.8,2007,11,37.0,998
608445460,608445460,CHARGE,chg,2,1.0,25.68,2007,11,37.0,999
608445510,608445510,CHARGE,chg,1,1.0,73.44,2007,11,37.0,1000
608445510,608445510,CHARGE,chg,2,1.0,11.28,2007,11,37.0,1001
608445690,608445690,CHARGE,chg,1,1.0,31.08,2007,11,37.0,1002
608445690,608445690,CHARGE,chg,2,1.0,4.8,2007,11,37.0,1003
608445790,608445790,CHARGE,chg,1,1.0,164.04,2007,11,38.0,1004
608445790,608445790,CHARGE,chg,2,1.0,25.2,2007,11,38.0,1005
608446040,608446040,CHARGE,chg,2,1.0,3.84,2007,11,37.0,1006
608446040,608446040,CHARGE,chg,1,1.0,24.6,2007,11,37.0,1007
608446560,608446560,CHARGE,chg,1,1.0,203.76,2007,11,37.0,1008
608446560,608446560,CHARGE,chg,2,1.0,31.32,2007,11,37.0,1009
608446590,608446590,CHARGE,chg,1,1.0,117.84,2007,11,36.0,1010
608446590,608446590,CHARGE,chg,2,1.0,18.12,2007,11,36.0,1011
608446960,608446960,CHARGE,chg,1,1.0,165.72,2007,11,37.0,1012
608446960,608446960,CHARGE,chg,2,1.0,25.44,2007,11,37.0,1013
608447250,608447250,CHARGE,chg,1,1.0,155.16,2007,11,37.0,1014
608447250,608447250,CHARGE,chg,2,1.0,23.88,2007,11,37.0,1015
608447390,608447390,CHARGE,chg,1,1.0,44.16,2007,11,37.0,1016
608447390,608447390,CHARGE,chg,2,1.0,6.84,2007,11,37.0,1017
608447420,608447420,CHARGE,chg,1,1.0,66.36,2007,11,37.0,1018
608447420,608447420,CHARGE,chg,2,1.0,10.2,2007,11,37.0,1019
608447660,608447660,CHARGE,chg,2,1.0,19.44,2007,11,37.0,1020
608447660,608447660,CHARGE,chg,1,1.0,126.96,2007,11,37.0,1021
608447680,608447680,CHARGE,chg,1,1.0,156.6,2007,11,37.0,1022
608447680,608447680,CHARGE,chg,2,1.0,0.12,2009,12,120.0,1023
608447680,608447680,CHARGE,chg,3,1.0,24.12,2007,11,37.0,1024
608447680,608447680,CHARGE,chg,4,1.0,0.0,2009,12,120.0,1025
608448030,608448030,CHARGE,chg,1,1.0,86.16,2007,11,38.0,1026
608448030,608448030,CHARGE,chg,2,1.0,13.2,2007,11,38.0,1027
608448180,608448180,CHARGE,chg,1,1.0,113.52,2007,11,37.0,1028
608448180,608448180,CHARGE,chg,2,1.0,17.4,2007,11,37.0,1029
608448360,608448360,CHARGE,chg,1,1.0,54.12,2007,11,37.0,1030
608448360,608448360,CHARGE,chg,2,1.0,8.28,2007,11,37.0,1031
608448680,608448680,CHARGE,chg,2,1.0,9.84,2007,11,37.0,1032
608448680,608448680,CHARGE,chg,1,1.0,63.96,2007,11,37.0,1033
608448890,608448890,CHARGE,chg,1,1.0,48.0,2007,11,37.0,1034
608448890,608448890,CHARGE,chg,2,1.0,7.32,2007,11,37.0,1035
608448930,608448930,CHARGE,chg,1,1.0,26.4,2007,11,37.0,1036
608448930,608448930,CHARGE,chg,2,1.0,20.76,2007,11,103.0,1037
608448930,608448930,CHARGE,chg,3,1.0,4.08,2007,11,37.0,1038
608448930,608448930,CHARGE,chg,4,1.0,3.24,2007,11,103.0,1039
608448950,608448950,CHARGE,chg,1,1.0,348.0,2007,11,37.0,1040
608448950,608448950,CHARGE,chg,2,1.0,53.4,2007,11,37.0,1041
608449530,608449530,CHARGE,chg,1,1.0,55.68,2007,11,38.0,1042
608449530,608449530,CHARGE,chg,2,1.0,8.52,2007,11,38.0,1043
608449960,608449960,CHARGE,chg,2,1.0,18.48,2007,11,37.0,1044
608449960,608449960,CHARGE,chg,1,1.0,120.0,2007,11,37.0,1045
608450020,608450020,CHARGE,chg,1,1.0,66.24,2007,11,38.0,1046
608450020,608450020,CHARGE,chg,2,1.0,10.2,2007,11,38.0,1047
608450100,608450100,CHARGE,chg,1,1.0,174.6,2007,11,38.0,1048
608450100,608450100,CHARGE,chg,2,1.0,26.76,2007,11,38.0,1049
608450250,608450250,CHARGE,chg,1,1.0,101.52,2007,11,38.0,1050
608450250,608450250,CHARGE,chg,2,1.0,15.6,2007,11,38.0,1051
608450280,608450280,CHARGE,chg,1,1.0,156.72,2007,11,37.0,1052
608450280,608450280,CHARGE,chg,2,1.0,24.12,2007,11,37.0,1053
608451200,608451200,CHARGE,chg,1,1.0,49.56,2007,11,37.0,1054
608451200,608451200,CHARGE,chg,2,1.0,7.68,2007,11,37.0,1055
608451300,608451300,CHARGE,chg,2,1.0,10.2,2007,11,37.0,1056
608451300,608451300,CHARGE,chg,1,1.0,66.72,2007,11,37.0,1057
608451350,608451350,CHARGE,chg,1,1.0,50.4,2007,11,37.0,1058
608451350,608451350,CHARGE,chg,2,1.0,7.68,2007,11,37.0,1059
608452000,608452000,CHARGE,chg,1,1.0,58.32,2007,11,38.0,1060
608452000,608452000,CHARGE,chg,2,1.0,9.0,2007,11,38.0,1061
608452270,608452270,CHARGE,chg,1,1.0,144.96,2007,11,37.0,1062
608452270,608452270,CHARGE,chg,2,1.0,22.32,2007,11,37.0,1063
608452480,608452480,CHARGE,chg,1,1.0,59.88,2007,11,37.0,1064
608452480,608452480,CHARGE,chg,2,1.0,9.24,2007,11,37.0,1065
608452830,608452830,CHARGE,chg,1,1.0,94.68,2007,11,38.0,1066
608452830,608452830,CHARGE,chg,2,1.0,14.52,2007,11,38.0,1067
608452930,608452930,CHARGE,chg,1,1.0,57.6,2007,11,38.0,1068
608452930,608452930,CHARGE,chg,2,1.0,8.88,2007,11,38.0,1069
608453280,608453280,CHARGE,chg,2,1.0,6.72,2007,11,38.0,1070
608453280,608453280,CHARGE,chg,1,1.0,43.44,2007,11,38.0,1071
608453420,608453420,CHARGE,chg,1,1.0,84.36,2007,11,38.0,1072
608453420,608453420,CHARGE,chg,2,1.0,12.96,2007,11,38.0,1073
608453430,608453430,CHARGE,chg,1,1.0,67.08,2007,11,38.0,1074
608453430,608453430,CHARGE,chg,2,1.0,10.32,2007,11,38.0,1075
608453780,608453780,CHARGE,chg,1,1.0,130.68,2007,11,38.0,1076
608453780,608453780,CHARGE,chg,2,1.0,20.04,2007,11,38.0,1077
608453820,608453820,CHARGE,chg,1,1.0,59.88,2007,11,38.0,1078
608453820,608453820,CHARGE,chg,2,1.0,9.24,2007,11,38.0,1079
608453830,608453830,CHARGE,chg,1,1.0,57.0,2007,11,38.0,1080
608453830,608453830,CHARGE,chg,2,1.0,8.76,2007,11,38.0,1081
608454070,608454070,CHARGE,chg,2,1.0,17.88,2007,11,38.0,1082
608454070,608454070,CHARGE,chg,1,1.0,116.04,2007,11,38.0,1083
608454270,608454270,CHARGE,chg,1,1.0,158.4,2007,11,38.0,1084
608454270,608454270,CHARGE,chg,2,1.0,24.36,2007,11,38.0,1085
608454390,608454390,CHARGE,chg,1,1.0,138.6,2007,11,38.0,1086
608454390,608454390,CHARGE,chg,2,1.0,21.24,2007,11,38.0,1087
608454400,608454400,CHARGE,chg,1,1.0,20.76,2007,11,38.0,1088
608454400,608454400,CHARGE,chg,2,1.0,3.24,2007,11,38.0,1089
608454630,608454630,CHARGE,chg,1,1.0,92.64,2007,11,38.0,1090
608454630,608454630,CHARGE,chg,2,1.0,14.28,2007,11,38.0,1091
608454920,608454920,CHARGE,chg,1,1.0,166.68,2007,11,38.0,1092
608454920,608454920,CHARGE,chg,2,1.0,25.56,2007,11,38.0,1093
608455010,608455010,CHARGE,chg,1,1.0,106.08,2007,11,39.0,1094
608455010,608455010,CHARGE,chg,2,1.0,16.32,2007,11,39.0,1095
608455140,608455140,CHARGE,chg,2,1.0,20.52,2007,11,38.0,1096
608455140,608455140,CHARGE,chg,1,1.0,133.2,2007,11,38.0,1097
608455200,608455200,CHARGE,chg,1,1.0,213.6,2007,11,38.0,1098
608455200,608455200,CHARGE,chg,2,1.0,32.88,2007,11,38.0,1099
608455210,608455210,CHARGE,chg,1,1.0,45.24,2007,11,38.0,1100
608455210,608455210,CHARGE,chg,2,1.0,6.96,2007,11,38.0,1101
608455230,608455230,CHARGE,chg,1,1.0,75.96,2007,11,38.0,1102
608455230,608455230,CHARGE,chg,2,1.0,11.64,2007,11,38.0,1103
608455620,608455620,CHARGE,chg,1,1.0,54.24,2007,11,38.0,1104
608455620,608455620,CHARGE,chg,2,1.0,8.28,2007,11,38.0,1105
608455640,608455640,CHARGE,chg,1,1.0,26.76,2007,11,38.0,1106
608455640,608455640,CHARGE,chg,2,1.0,4.08,2007,11,38.0,1107
608455660,608455660,CHARGE,chg,2,1.0,8.4,2007,11,38.0,1108
608455660,608455660,CHARGE,chg,1,1.0,54.24,2007,11,38.0,1109
608455770,608455770,CHARGE,chg,1,1.0,55.32,2007,11,38.0,1110
608455770,608455770,CHARGE,chg,2,1.0,8.52,2007,11,38.0,1111
608455850,608455850,CHARGE,chg,1,1.0,18.84,2007,11,38.0,1112
608455850,608455850,CHARGE,chg,2,1.0,2.88,2007,11,38.0,1113
608455940,608455940,CHARGE,chg,1,1.0,20.4,2007,11,38.0,1114
608455940,608455940,CHARGE,chg,2,1.0,3.12,2007,11,38.0,1115
608456030,608456030,CHARGE,chg,1,1.0,104.28,2007,11,38.0,1116
608456030,608456030,CHARGE,chg,2,1.0,16.08,2007,11,38.0,1117
608456070,608456070,CHARGE,chg,1,1.0,27.0,2007,11,38.0,1118
608456070,608456070,CHARGE,chg,2,1.0,4.2,2007,11,38.0,1119
608456130,608456130,CHARGE,chg,2,1.0,7.08,2007,11,38.0,1120
608456130,608456130,CHARGE,chg,1,1.0,46.44,2007,11,38.0,1121
608456370,608456370,CHARGE,chg,2,1.0,17.64,2007,11,39.0,1122
608456370,608456370,CHARGE,chg,1,1.0,114.48,2007,11,39.0,1123
608456500,608456500,CHARGE,chg,1,1.0,58.56,2007,11,38.0,1124
608456500,608456500,CHARGE,chg,2,1.0,9.0,2007,11,38.0,1125
608456570,608456570,CHARGE,chg,1,1.0,56.16,2007,11,39.0,1126
608456570,608456570,CHARGE,chg,2,1.0,8.64,2007,11,39.0,1127
608456760,608456760,CHARGE,chg,1,1.0,87.24,2007,11,39.0,1128
608456760,608456760,CHARGE,chg,2,1.0,13.44,2007,11,39.0,1129
608456770,608456770,CHARGE,chg,1,1.0,58.68,2007,11,41.0,1130
608456770,608456770,CHARGE,chg,2,1.0,9.0,2007,11,41.0,1131
608456980,608456980,CHARGE,chg,1,1.0,18.12,2007,11,38.0,1132
608456980,608456980,CHARGE,chg,2,1.0,2.76,2007,11,38.0,1133
608457000,608457000,CHARGE,chg,1,1.0,67.44,2007,11,38.0,1134
608457000,608457000,CHARGE,chg,2,1.0,10.32,2007,11,38.0,1135
608457350,608457350,CHARGE,chg,2,1.0,19.92,2007,11,38.0,1136
608457350,608457350,CHARGE,chg,1,1.0,129.72,2007,11,38.0,1137
608457430,608457430,CHARGE,chg,1,1.0,102.0,2007,11,39.0,1138
608457430,608457430,CHARGE,chg,2,1.0,15.72,2007,11,39.0,1139
608457540,608457540,CHARGE,chg,1,1.0,99.84,2007,11,39.0,1140
608457540,608457540,CHARGE,chg,2,1.0,15.36,2007,11,39.0,1141
608457770,608457770,CHARGE,chg,1,1.0,35.52,2007,11,38.0,1142
608457770,608457770,CHARGE,chg,2,1.0,5.4,2007,11,38.0,1143
608458000,608458000,CHARGE,chg,1,1.0,171.48,2007,11,38.0,1144
608458000,608458000,CHARGE,chg,2,1.0,26.28,2007,11,38.0,1145
608458950,608458950,CHARGE,chg,1,1.0,50.16,2007,11,38.0,1146
608458950,608458950,CHARGE,chg,2,1.0,7.68,2007,11,38.0,1147
608459130,608459130,CHARGE,chg,2,1.0,25.92,2007,11,39.0,1148
608459130,608459130,CHARGE,chg,1,1.0,168.96,2007,11,39.0,1149
608459170,608459170,CHARGE,chg,1,1.0,230.52,2007,11,40.0,1150
608459170,608459170,CHARGE,chg,2,1.0,35.4,2007,11,40.0,1151
608459230,608459230,CHARGE,chg,1,1.0,101.16,2007,11,39.0,1152
608459230,608459230,CHARGE,chg,2,1.0,15.6,2007,11,39.0,1153
608459280,608459280,CHARGE,chg,1,1.0,96.0,2007,11,39.0,1154
608459280,608459280,CHARGE,chg,2,1.0,14.76,2007,11,39.0,1155
608459290,608459290,CHARGE,chg,1,1.0,27.84,2007,11,38.0,1156
608459290,608459290,CHARGE,chg,2,1.0,4.32,2007,11,38.0,1157
608459300,608459300,CHARGE,chg,1,1.0,109.44,2007,11,38.0,1158
608459300,608459300,CHARGE,chg,2,1.0,16.8,2007,11,38.0,1159
608459430,608459430,CHARGE,chg,2,1.0,8.28,2007,11,38.0,1160
608459430,608459430,CHARGE,chg,1,1.0,54.0,2007,11,38.0,1161
608459530,608459530,CHARGE,chg,1,1.0,51.96,2007,11,38.0,1162
608459530,608459530,CHARGE,chg,2,1.0,7.92,2007,11,38.0,1163
608459760,608459760,CHARGE,chg,1,1.0,51.72,2007,11,38.0,1164
608459760,608459760,CHARGE,chg,2,1.0,7.92,2007,11,38.0,1165
608459790,608459790,CHARGE,chg,1,1.0,27.72,2007,11,38.0,1166
608459790,608459790,CHARGE,chg,2,1.0,4.2,2007,11,38.0,1167
608459830,608459830,CHARGE,chg,1,1.0,45.12,2007,11,38.0,1168
608459830,608459830,CHARGE,chg,2,1.0,6.96,2007,11,38.0,1169
608460530,608460530,CHARGE,chg,2,1.0,4.2,2007,11,38.0,1170
608460530,608460530,CHARGE,chg,1,1.0,27.72,2007,11,38.0,1171
608460550,608460550,CHARGE,chg,2,1.0,24.12,2007,11,38.0,1172
608460550,608460550,CHARGE,chg,1,1.0,156.84,2007,11,38.0,1173
608460570,608460570,CHARGE,chg,1,1.0,123.36,2007,11,38.0,1174
608460570,608460570,CHARGE,chg,2,1.0,104.64,2007,11,66.0,1175
608460570,608460570,CHARGE,chg,3,1.0,18.96,2007,11,38.0,1176
608460570,608460570,CHARGE,chg,4,1.0,16.08,2007,11,66.0,1177
608460650,608460650,CHARGE,chg,1,1.0,58.44,2007,11,39.0,1178
608460650,608460650,CHARGE,chg,2,1.0,9.0,2007,11,39.0,1179
608460820,608460820,CHARGE,chg,1,1.0,146.28,2007,11,39.0,1180
608460820,608460820,CHARGE,chg,2,1.0,22.44,2007,11,39.0,1181
608460950,608460950,CHARGE,chg,1,1.0,115.44,2007,11,39.0,1182
608460950,608460950,CHARGE,chg,2,1.0,17.76,2007,11,39.0,1183
608461260,608461260,CHARGE,chg,2,1.0,22.68,2007,11,39.0,1184
608461260,608461260,CHARGE,chg,1,1.0,147.48,2007,11,39.0,1185
608461290,608461290,CHARGE,chg,1,1.0,110.28,2007,11,39.0,1186
608461290,608461290,CHARGE,chg,2,1.0,16.92,2007,11,39.0,1187
608461550,608461550,CHARGE,chg,1,1.0,137.04,2007,11,39.0,1188
608461550,608461550,CHARGE,chg,2,1.0,21.12,2007,11,39.0,1189
608462080,608462080,CHARGE,chg,1,1.0,30.12,2007,11,39.0,1190
608462080,608462080,CHARGE,chg,2,1.0,4.68,2007,11,39.0,1191
608462420,608462420,CHARGE,chg,1,1.0,59.16,2007,11,39.0,1192
608462420,608462420,CHARGE,chg,2,1.0,9.12,2007,11,39.0,1193
608462450,608462450,CHARGE,chg,1,1.0,23.04,2007,11,40.0,1194
608462450,608462450,CHARGE,chg,2,1.0,3.48,2007,11,40.0,1195
608462650,608462650,CHARGE,chg,2,1.0,17.04,2007,11,39.0,1196
608462650,608462650,CHARGE,chg,1,1.0,110.76,2007,11,39.0,1197
608462680,608462680,CHARGE,chg,1,1.0,110.16,2007,11,39.0,1198
608462680,608462680,CHARGE,chg,2,1.0,16.92,2007,11,39.0,1199
