POSTID,KEYFIELD,PRODUCT,GROUP,KSTVLGNR,KSTCD,KSTTOTBD,KSTVBGJR,KSTVBGMD,CHGPERIOD
614907380,614907380,CHARGE,chg,1,1,0.60,2011,12,120.00
614908930,614908930,CHARGE,chg,1,1,1.08,2004,4,120.00
614908930,614908930,CHARGE,chg,2,1,1.44,2004,10,120.00
614909320,614909320,CHARGE,chg,1,1,5.28,2021,8,103.00
614909360,614909360,CHARGE,chg,1,1,158.40,2015,7,120.00
614909920,614909920,CHARGE,chg,1,1,0.48,2006,10,120.00
614909920,614909920,CHARGE,chg,2,1,9.72,2007,3,120.00
614922870,614922870,CHARGE,chg,1,1,1.92,2004,3,120.00
614923420,614923420,CHARGE,chg,1,1,1.44,2004,4,120.00
614923420,614923420,CHARGE,chg,2,1,1.08,2008,3,120.00
614923420,614923420,CHARGE,chg,3,1,1.44,2004,12,120.00
614923420,614923420,CHARGE,chg,4,1,1.44,2005,12,120.00
614923420,614923420,CHARGE,chg,5,1,1.44,2006,12,120.00
614924780,614924780,CHARGE,chg,1,1,1.08,2004,5,120.00
614924790,614924790,CHARGE,chg,1,1,16.68,2006,1,120.00
614927060,614927060,CHARGE,chg,1,1,0.12,2004,3,120.00
614927110,614927110,CHARGE,chg,1,1,8.28,2005,12,120.00
614927520,614927520,CHARGE,chg,1,1,8.40,2005,4,120.00
614927820,614927820,CHARGE,chg,1,1,1.80,2004,4,120.00
614928640,614928640,CHARGE,chg,1,1,0.12,2004,7,120.00
614928830,614928830,CHARGE,chg,1,1,13.32,2006,4,120.00
614928830,614928830,CHARGE,chg,2,1,40.56,2006,4,120.00
614928830,614928830,CHARGE,chg,3,1,1.80,2006,4,120.00
614929280,614929280,CHARGE,chg,1,1,1.56,2007,4,120.00
614929590,614929590,CHARGE,chg,1,1,9.00,2005,4,120.00
614929590,614929590,CHARGE,chg,2,1,1.32,2004,5,120.00
614929590,614929590,CHARGE,chg,3,1,9.96,2006,3,120.00
614929730,614929730,CHARGE,chg,1,1,3.84,2006,12,120.00
614929890,614929890,CHARGE,chg,1,1,0.48,2004,4,120.00
614929890,614929890,CHARGE,chg,2,1,0.48,2005,4,120.00
614929890,614929890,CHARGE,chg,3,1,0.48,2006,4,120.00
614929910,614929910,CHARGE,chg,1,1,2.64,2007,3,120.00
614929910,614929910,CHARGE,chg,2,1,51.84,2007,5,120.00
614933120,614933120,CHARGE,chg,1,1,0.24,2004,11,120.00
614933160,614933160,CHARGE,chg,1,1,32.64,2008,7,120.00
614934300,614934300,CHARGE,chg,1,1,27.12,2007,8,120.00
614934900,614934900,CHARGE,chg,1,1,0.12,2003,12,120.00
614934900,614934900,CHARGE,chg,2,1,0.12,2004,1,120.00
614934900,614934900,CHARGE,chg,3,1,0.12,2004,2,120.00
614936130,614936130,CHARGE,chg,1,1,3.12,2006,5,120.00
614936130,614936130,CHARGE,chg,2,1,8.04,2007,1,120.00
614936460,614936460,CHARGE,chg,1,1,158.52,2007,1,120.00
614936950,614936950,CHARGE,chg,1,1,1.44,2004,12,120.00
614937390,614937390,CHARGE,chg,1,1,14.64,2006,5,120.00
614937500,614937500,CHARGE,chg,1,1,2.76,2004,12,120.00
614937500,614937500,CHARGE,chg,2,1,0.36,2009,9,120.00
614939700,614939700,CHARGE,chg,1,1,0.12,2003,12,120.00
614941900,614941900,CHARGE,chg,1,1,0.60,2005,1,120.00
614941900,614941900,CHARGE,chg,2,1,3.12,2014,1,120.00
614941980,614941980,CHARGE,chg,1,1,1.56,2004,2,120.00
614941980,614941980,CHARGE,chg,2,1,1.08,2005,12,120.00
614941980,614941980,CHARGE,chg,3,1,10.80,2005,12,120.00
614942990,614942990,CHARGE,chg,1,1,0.96,2006,1,120.00
614943910,614943910,CHARGE,chg,1,1,8.04,2015,12,120.00
614944240,614944240,CHARGE,chg,1,1,0.72,2011,12,120.00
614944260,614944260,CHARGE,chg,1,1,90.72,2008,2,120.00
614947120,614947120,CHARGE,chg,1,1,7.92,2009,3,120.00
614953700,614953700,CHARGE,chg,1,1,39.36,2007,7,120.00
614953700,614953700,CHARGE,chg,2,1,0.96,2007,7,120.00
614954150,614954150,CHARGE,chg,1,1,80.64,2004,5,120.00
614954500,614954500,CHARGE,chg,1,1,0.24,2006,1,120.00
614954830,614954830,CHARGE,chg,1,1,4.92,2004,10,120.00
614955890,614955890,CHARGE,chg,1,1,71.04,2004,8,120.00
614955890,614955890,CHARGE,chg,2,1,0.72,2004,12,120.00
614956270,614956270,CHARGE,chg,1,1,48.36,2004,9,120.00
614957020,614957020,CHARGE,chg,1,1,0.48,2004,3,120.00
614957350,614957350,CHARGE,chg,1,1,1.92,2003,12,120.00
614957350,614957350,CHARGE,chg,2,1,0.24,2005,9,120.00
614957350,614957350,CHARGE,chg,3,1,0.24,2005,10,120.00
614957350,614957350,CHARGE,chg,4,1,0.24,2005,11,120.00
614957350,614957350,CHARGE,chg,5,1,0.24,2005,12,120.00
614958130,614958130,CHARGE,chg,1,1,53.64,2005,2,120.00
614958450,614958450,CHARGE,chg,1,1,0.36,2004,10,120.00
614958620,614958620,CHARGE,chg,1,1,0.48,2004,10,120.00
614959170,614959170,CHARGE,chg,1,1,0.12,2005,6,116.00
614959170,614959170,CHARGE,chg,2,1,0.72,2006,9,101.00
614959170,614959170,CHARGE,chg,3,1,0.48,2007,5,93.00
614959440,614959440,CHARGE,chg,1,1,0.48,2005,2,120.00
614959710,614959710,CHARGE,chg,1,1,2.40,2007,12,120.00
614960120,614960120,CHARGE,chg,1,1,1.56,2004,10,120.00
614960830,614960830,CHARGE,chg,1,1,30.48,2005,10,120.00
614961590,614961590,CHARGE,chg,1,1,0.24,2012,1,120.00
614961610,614961610,CHARGE,chg,1,1,0.24,2006,11,120.00
614962750,614962750,CHARGE,chg,1,1,2.40,2009,12,120.00
614963760,614963760,CHARGE,chg,1,1,3.00,2004,4,120.00
614963760,614963760,CHARGE,chg,2,1,1.92,2004,12,120.00
614964940,614964940,CHARGE,chg,1,1,28.32,2004,4,120.00
614965260,614965260,CHARGE,chg,1,1,6.96,2005,10,120.00
614965260,614965260,CHARGE,chg,2,1,9.36,2007,5,120.00
614965260,614965260,CHARGE,chg,3,1,1.80,2010,7,120.00
614965510,614965510,CHARGE,chg,1,1,0.96,2004,2,120.00
614965950,614965950,CHARGE,chg,1,1,0.12,2005,12,120.00
614966200,614966200,CHARGE,chg,1,1,6.60,2005,9,120.00
614966200,614966200,CHARGE,chg,2,1,24.24,2005,10,120.00
614967060,614967060,CHARGE,chg,1,1,0.72,2003,12,120.00
614967060,614967060,CHARGE,chg,2,1,61.08,2003,12,120.00
614967060,614967060,CHARGE,chg,3,1,70.32,2004,2,120.00
614968470,614968470,CHARGE,chg,1,1,8.28,2005,1,120.00
614969420,614969420,CHARGE,chg,1,1,3.00,2005,12,120.00
614971060,614971060,CHARGE,chg,1,1,13.92,2006,2,120.00
614971060,614971060,CHARGE,chg,2,1,27.96,2006,2,120.00
614971060,614971060,CHARGE,chg,3,1,15.84,2006,2,120.00
614971120,614971120,CHARGE,chg,1,1,3.48,2004,4,120.00
614971120,614971120,CHARGE,chg,2,1,1.92,2004,10,120.00
614971290,614971290,CHARGE,chg,1,1,0.48,2004,4,120.00
614971290,614971290,CHARGE,chg,2,1,58.68,2007,3,120.00
614971290,614971290,CHARGE,chg,3,1,2.40,2008,4,120.00
614971290,614971290,CHARGE,chg,4,1,2.40,2009,3,120.00
614971290,614971290,CHARGE,chg,5,1,2.40,2010,4,120.00
614971290,614971290,CHARGE,chg,6,1,2.40,2011,4,120.00
614971750,614971750,CHARGE,chg,1,1,0.24,2006,4,120.00
614971870,614971870,CHARGE,chg,1,1,5.76,2006,5,120.00
614972240,614972240,CHARGE,chg,1,1,1.56,2004,8,120.00
614972240,614972240,CHARGE,chg,2,1,0.48,2012,8,120.00
614972620,614972620,CHARGE,chg,1,1,0.12,2007,6,120.00
614972920,614972920,CHARGE,chg,1,1,10.32,2003,12,120.00
614973430,614973430,CHARGE,chg,1,1,0.24,2004,3,120.00
614973430,614973430,CHARGE,chg,2,1,0.12,2005,4,120.00
614973610,614973610,CHARGE,chg,1,1,0.72,2004,2,120.00
614973810,614973810,CHARGE,chg,1,1,28.68,2008,5,120.00
614973810,614973810,CHARGE,chg,2,1,0.12,2012,7,120.00
614973890,614973890,CHARGE,chg,1,1,0.60,2004,12,120.00
614974050,614974050,CHARGE,chg,1,1,0.24,2008,8,120.00
614974280,614974280,CHARGE,chg,1,1,48.72,2004,7,120.00
614974870,614974870,CHARGE,chg,1,1,47.16,2008,4,120.00
614975020,614975020,CHARGE,chg,1,1,1.92,2004,6,120.00
614975100,614975100,CHARGE,chg,1,1,2.04,2010,12,120.00
614976210,614976210,CHARGE,chg,1,1,6.48,2017,1,75.00
614977150,614977150,CHARGE,chg,1,1,84.24,2004,4,120.00
614977150,614977150,CHARGE,chg,2,1,30.24,2004,4,120.00
614977150,614977150,CHARGE,chg,3,1,36.48,2004,4,120.00
614977150,614977150,CHARGE,chg,4,1,40.68,2004,5,120.00
614978270,614978270,CHARGE,chg,1,1,52.32,2013,8,120.00
614978420,614978420,CHARGE,chg,1,1,42.48,2007,2,120.00
614979230,614979230,CHARGE,chg,1,1,2.52,2005,2,120.00
614979630,614979630,CHARGE,chg,1,1,2.76,2008,10,120.00
614979650,614979650,CHARGE,chg,1,1,0.24,2003,12,120.00
614979660,614979660,CHARGE,chg,1,1,0.72,2004,8,120.00
614979930,614979930,CHARGE,chg,1,1,4.32,2010,6,120.00
614980200,614980200,CHARGE,chg,1,1,0.72,2004,7,120.00
614980860,614980860,CHARGE,chg,1,1,61.44,2006,6,120.00
614982060,614982060,CHARGE,chg,1,1,2.40,2008,12,120.00
614982080,614982080,CHARGE,chg,1,1,0.24,2006,1,120.00
614982370,614982370,CHARGE,chg,1,1,0.96,2005,3,120.00
614982440,614982440,CHARGE,chg,1,1,2.16,2005,6,120.00
614982670,614982670,CHARGE,chg,1,1,0.96,2004,7,120.00
614984960,614984960,CHARGE,chg,1,1,0.36,2012,8,120.00
614987050,614987050,CHARGE,chg,1,1,0.12,2004,7,120.00
614987100,614987100,CHARGE,chg,1,1,0.60,2004,9,120.00
614987100,614987100,CHARGE,chg,2,1,6.48,2005,1,120.00
614987100,614987100,CHARGE,chg,3,1,1.20,2007,6,120.00
614988050,614988050,CHARGE,chg,1,1,12.00,2006,3,120.00
614988590,614988590,CHARGE,chg,1,1,30.60,2005,10,120.00
614988710,614988710,CHARGE,chg,1,1,3.72,2007,10,120.00
614990100,614990100,CHARGE,chg,1,1,1.08,2009,10,120.00
614990100,614990100,CHARGE,chg,2,1,14.04,2010,10,120.00
614991330,614991330,CHARGE,chg,1,1,2.76,2012,11,120.00
614991740,614991740,CHARGE,chg,1,1,0.12,2004,1,120.00
614991740,614991740,CHARGE,chg,2,1,0.36,2005,3,120.00
614991740,614991740,CHARGE,chg,3,1,16.80,2009,4,120.00
614992650,614992650,CHARGE,chg,1,1,45.48,2005,1,120.00
614992650,614992650,CHARGE,chg,2,1,33.00,2006,12,120.00
614993280,614993280,CHARGE,chg,1,1,1.56,2004,1,120.00
614993710,614993710,CHARGE,chg,1,1,3.00,2007,4,120.00
614993710,614993710,CHARGE,chg,2,1,24.60,2007,6,120.00
614994920,614994920,CHARGE,chg,1,1,12.24,2007,6,120.00
614995560,614995560,CHARGE,chg,1,1,26.52,2004,10,120.00
614995580,614995580,CHARGE,chg,1,1,0.24,2004,3,120.00
614995640,614995640,CHARGE,chg,1,1,6.84,2004,10,120.00
614995640,614995640,CHARGE,chg,2,1,0.12,2012,1,120.00
614995680,614995680,CHARGE,chg,1,1,3.48,2007,5,120.00
614997360,614997360,CHARGE,chg,1,1,3.96,2007,3,120.00
614997770,614997770,CHARGE,chg,1,1,2.76,2004,5,120.00
614998290,614998290,CHARGE,chg,1,1,2.64,2005,12,120.00
614998440,614998440,CHARGE,chg,1,1,0.12,2003,12,120.00
614998440,614998440,CHARGE,chg,2,1,0.12,2004,1,120.00
614998440,614998440,CHARGE,chg,3,1,0.12,2004,2,120.00
614999090,614999090,CHARGE,chg,1,1,56.04,2006,2,120.00
614999090,614999090,CHARGE,chg,2,1,0.12,2007,12,120.00
614999360,614999360,CHARGE,chg,1,1,4.80,2006,3,120.00
614999620,614999620,CHARGE,chg,1,1,0.12,2005,2,120.00
614999680,614999680,CHARGE,chg,1,1,2.16,2007,9,120.00
614999760,614999760,CHARGE,chg,1,1,7.32,2003,12,120.00
614999910,614999910,CHARGE,chg,1,1,0.84,2004,4,120.00
614999910,614999910,CHARGE,chg,2,1,0.36,2004,5,120.00
614999910,614999910,CHARGE,chg,3,1,0.36,2004,6,120.00
614999910,614999910,CHARGE,chg,4,1,68.04,2004,7,120.00
615000830,615000830,CHARGE,chg,1,1,5.52,2004,5,120.00
615002340,615002340,CHARGE,chg,1,1,1.44,2005,6,120.00
615002790,615002790,CHARGE,chg,1,1,0.36,2004,1,120.00
615002790,615002790,CHARGE,chg,2,1,0.24,2004,3,120.00
615002840,615002840,CHARGE,chg,1,1,21.72,2005,11,120.00
615002840,615002840,CHARGE,chg,2,1,0.60,2005,12,120.00
615002840,615002840,CHARGE,chg,3,1,2.40,2006,9,120.00
615002840,615002840,CHARGE,chg,4,1,2.40,2007,5,120.00
615002940,615002940,CHARGE,chg,1,1,3.36,2009,2,120.00
615002940,615002940,CHARGE,chg,2,1,5.76,2015,1,120.00
615004030,615004030,CHARGE,chg,1,1,1.08,2011,2,120.00
615005040,615005040,CHARGE,chg,1,1,1.08,2004,6,120.00
615005190,615005190,CHARGE,chg,1,1,40.32,2004,9,120.00
615005240,615005240,CHARGE,chg,1,1,0.84,2005,2,120.00
615005250,615005250,CHARGE,chg,1,1,10.68,2007,6,120.00
615005850,615005850,CHARGE,chg,1,1,0.12,2004,3,120.00
615006080,615006080,CHARGE,chg,1,1,0.36,2007,10,120.00
615006860,615006860,CHARGE,chg,1,1,52.80,2006,5,120.00
615008450,615008450,CHARGE,chg,1,1,5.28,2005,8,120.00
615009760,615009760,CHARGE,chg,1,1,21.60,2005,7,120.00
615009820,615009820,CHARGE,chg,1,1,0.24,2004,4,120.00
615009820,615009820,CHARGE,chg,2,1,0.48,2004,5,120.00
615009820,615009820,CHARGE,chg,3,1,0.24,2004,6,120.00
615010120,615010120,CHARGE,chg,1,1,43.32,2007,7,120.00
615010170,615010170,CHARGE,chg,1,1,3.96,2005,11,120.00
615010170,615010170,CHARGE,chg,2,1,3.96,2005,11,120.00
615010170,615010170,CHARGE,chg,3,1,33.96,2006,7,120.00
615010550,615010550,CHARGE,chg,1,1,54.00,2004,1,120.00
615010780,615010780,CHARGE,chg,1,1,0.60,2012,8,120.00
615011490,615011490,CHARGE,chg,1,1,2.28,2009,9,120.00
615012050,615012050,CHARGE,chg,1,1,0.24,2005,6,120.00
615012050,615012050,CHARGE,chg,2,1,1.32,2006,9,120.00
615012050,615012050,CHARGE,chg,3,1,1.32,2007,5,120.00
615012050,615012050,CHARGE,chg,4,1,1.32,2008,12,120.00
615012050,615012050,CHARGE,chg,5,1,0.60,2009,12,120.00
615012370,615012370,CHARGE,chg,1,1,2.64,2008,3,120.00
615012400,615012400,CHARGE,chg,1,1,1.56,2004,6,120.00
615012400,615012400,CHARGE,chg,2,1,7.92,2004,6,120.00
615012400,615012400,CHARGE,chg,3,1,6.96,2004,11,120.00
615012400,615012400,CHARGE,chg,4,1,2.04,2005,12,120.00
615012760,615012760,CHARGE,chg,1,1,0.60,2004,3,120.00
615012900,615012900,CHARGE,chg,1,1,9.96,2005,1,120.00
615013410,615013410,CHARGE,chg,1,1,1.92,2004,11,120.00
615013410,615013410,CHARGE,chg,2,1,1.92,2006,3,120.00
615013410,615013410,CHARGE,chg,3,1,1.92,2007,2,120.00
615013410,615013410,CHARGE,chg,4,1,1.92,2007,12,120.00
615014340,615014340,CHARGE,chg,1,1,1.08,2007,11,120.00
615014590,615014590,CHARGE,chg,1,1,0.24,2008,3,120.00
615014590,615014590,CHARGE,chg,2,1,0.12,2008,12,120.00
615014830,615014830,CHARGE,chg,1,1,29.52,2007,4,120.00
615014830,615014830,CHARGE,chg,2,1,3.96,2009,3,120.00
615014830,615014830,CHARGE,chg,3,1,7.92,2011,10,120.00
615014850,615014850,CHARGE,chg,1,1,0.60,2004,2,120.00
615015080,615015080,CHARGE,chg,1,1,2.76,2004,9,120.00
615015080,615015080,CHARGE,chg,2,1,7.92,2008,4,120.00
615015420,615015420,CHARGE,chg,1,1,0.24,2004,9,120.00
615015420,615015420,CHARGE,chg,2,1,0.12,2004,11,120.00
615015640,615015640,CHARGE,chg,1,1,37.68,2006,12,120.00
615015710,615015710,CHARGE,chg,1,1,0.72,2004,12,120.00
615015710,615015710,CHARGE,chg,2,1,8.88,2005,5,120.00
615015790,615015790,CHARGE,chg,1,1,19.20,2005,1,120.00
615016580,615016580,CHARGE,chg,1,1,21.96,2005,3,120.00
615017170,615017170,CHARGE,chg,1,1,26.16,2005,9,120.00
615017250,615017250,CHARGE,chg,1,1,0.24,2004,2,120.00
615017380,615017380,CHARGE,chg,1,1,0.48,2008,12,120.00
615017380,615017380,CHARGE,chg,2,1,0.60,2009,1,120.00
615017380,615017380,CHARGE,chg,3,1,0.60,2010,1,120.00
615017430,615017430,CHARGE,chg,1,1,1.68,2004,11,120.00
615018150,615018150,CHARGE,chg,1,1,1.08,2004,9,120.00
615018150,615018150,CHARGE,chg,2,1,64.80,2006,1,120.00
615018150,615018150,CHARGE,chg,3,1,0.12,2012,2,120.00
615018570,615018570,CHARGE,chg,1,1,15.96,2003,12,120.00
615018910,615018910,CHARGE,chg,1,1,1.20,2006,9,120.00
615020190,615020190,CHARGE,chg,1,1,15.96,2003,12,120.00
615021380,615021380,CHARGE,chg,1,1,1.56,2005,2,120.00
615021380,615021380,CHARGE,chg,2,1,0.84,2006,12,120.00
615021390,615021390,CHARGE,chg,1,1,237.84,2004,8,120.00
615021410,615021410,CHARGE,chg,1,1,2.40,2004,12,120.00
615022860,615022860,CHARGE,chg,1,1,3.48,2004,8,120.00
615022900,615022900,CHARGE,chg,1,1,46.32,2006,6,120.00
615023040,615023040,CHARGE,chg,1,1,1.56,2007,3,120.00
615023420,615023420,CHARGE,chg,1,1,0.12,2004,10,120.00
615023500,615023500,CHARGE,chg,1,1,98.52,2004,5,120.00
615023500,615023500,CHARGE,chg,2,1,1.80,2004,8,120.00
615024210,615024210,CHARGE,chg,1,1,10.68,2014,3,120.00
615024380,615024380,CHARGE,chg,1,1,0.48,2004,5,120.00
615025450,615025450,CHARGE,chg,1,1,13.56,2014,3,120.00
615025660,615025660,CHARGE,chg,1,1,9.72,2003,12,120.00
615025990,615025990,CHARGE,chg,1,1,18.00,2004,3,120.00
615025990,615025990,CHARGE,chg,2,1,0.84,2004,3,120.00
615026860,615026860,CHARGE,chg,1,1,0.84,2007,3,120.00
615026990,615026990,CHARGE,chg,1,1,23.28,2005,7,120.00
615027640,615027640,CHARGE,chg,1,1,2.04,2004,5,120.00
615027990,615027990,CHARGE,chg,1,1,3.48,2005,8,120.00
615028060,615028060,CHARGE,chg,1,1,66.48,2007,4,120.00
615028530,615028530,CHARGE,chg,1,1,2.88,2005,9,120.00
615029420,615029420,CHARGE,chg,1,1,0.12,2012,11,120.00
615030180,615030180,CHARGE,chg,1,1,57.00,2005,1,120.00
615030600,615030600,CHARGE,chg,1,1,0.12,2012,8,120.00
615030740,615030740,CHARGE,chg,1,1,0.24,2006,2,120.00
615030900,615030900,CHARGE,chg,1,1,0.60,2004,8,120.00
615030900,615030900,CHARGE,chg,2,1,0.84,2005,6,120.00
615030900,615030900,CHARGE,chg,3,1,0.12,2010,4,120.00
615030900,615030900,CHARGE,chg,4,1,17.28,2010,4,120.00
615031450,615031450,CHARGE,chg,1,1,0.48,2004,11,120.00
615031550,615031550,CHARGE,chg,1,1,28.56,2008,1,120.00
615031600,615031600,CHARGE,chg,1,1,0.72,2005,4,120.00
615031640,615031640,CHARGE,chg,1,1,117.60,2006,9,120.00
615031640,615031640,CHARGE,chg,2,1,2.40,2007,9,120.00
615031640,615031640,CHARGE,chg,3,1,5.04,2009,3,120.00
615031720,615031720,CHARGE,chg,1,1,0.60,2006,12,120.00
615033530,615033530,CHARGE,chg,1,1,4.32,2005,7,120.00
615034050,615034050,CHARGE,chg,1,1,54.60,2005,3,120.00
615034050,615034050,CHARGE,chg,2,1,0.36,2005,3,120.00
615034950,615034950,CHARGE,chg,1,1,2.88,2004,5,120.00
615039320,615039320,CHARGE,chg,1,1,0.36,2004,6,120.00
615039320,615039320,CHARGE,chg,2,1,0.12,2004,7,120.00
615039320,615039320,CHARGE,chg,3,1,0.12,2004,9,120.00
615039480,615039480,CHARGE,chg,1,1,0.36,2004,8,120.00
615039480,615039480,CHARGE,chg,2,1,0.36,2005,2,120.00
615039770,615039770,CHARGE,chg,1,1,0.84,2004,6,120.00
615039840,615039840,CHARGE,chg,1,1,31.56,2005,3,120.00
615039870,615039870,CHARGE,chg,1,1,1.32,2007,5,120.00
615040610,615040610,CHARGE,chg,1,1,7.08,2006,7,120.00
615041430,615041430,CHARGE,chg,1,1,0.60,2006,5,120.00
615041430,615041430,CHARGE,chg,2,1,0.72,2007,2,120.00
615041440,615041440,CHARGE,chg,1,1,0.24,2006,6,120.00
615041460,615041460,CHARGE,chg,1,1,0.24,2003,12,120.00
615041460,615041460,CHARGE,chg,2,1,23.76,2004,2,120.00
615041920,615041920,CHARGE,chg,1,1,51.48,2004,11,120.00
615041990,615041990,CHARGE,chg,1,1,12.00,2006,3,120.00
615041990,615041990,CHARGE,chg,2,1,6.00,2007,5,120.00
615041990,615041990,CHARGE,chg,3,1,3.96,2009,3,120.00
615041990,615041990,CHARGE,chg,4,1,7.92,2009,3,120.00
615041990,615041990,CHARGE,chg,5,1,7.92,2010,4,120.00
615041990,615041990,CHARGE,chg,6,1,12.00,2011,3,120.00
615042110,615042110,CHARGE,chg,1,1,2.28,2007,6,120.00
615042240,615042240,CHARGE,chg,1,1,0.24,2004,5,120.00
615042620,615042620,CHARGE,chg,1,1,0.60,2006,11,120.00
615042850,615042850,CHARGE,chg,1,1,1.20,2003,12,120.00
615043320,615043320,CHARGE,chg,1,1,0.72,2004,3,120.00
615043320,615043320,CHARGE,chg,2,1,0.96,2005,1,120.00
615043540,615043540,CHARGE,chg,1,1,143.04,2005,8,120.00
615043540,615043540,CHARGE,chg,2,1,3.60,2005,8,120.00
615044220,615044220,CHARGE,chg,1,1,0.60,2005,3,120.00
615044450,615044450,CHARGE,chg,1,1,27.72,2005,5,120.00
615044480,615044480,CHARGE,chg,1,1,0.60,2007,1,120.00
615044500,615044500,CHARGE,chg,1,1,5.64,2006,7,120.00
615044990,615044990,CHARGE,chg,1,1,0.12,2004,8,120.00
615045090,615045090,CHARGE,chg,1,1,2.16,2005,6,120.00
615045480,615045480,CHARGE,chg,1,1,0.84,2004,6,120.00
615045510,615045510,CHARGE,chg,1,1,0.96,2004,11,120.00
615045560,615045560,CHARGE,chg,1,1,0.72,2004,10,120.00
615045560,615045560,CHARGE,chg,2,1,0.96,2005,6,120.00
615045560,615045560,CHARGE,chg,3,1,0.48,2006,1,120.00
615045590,615045590,CHARGE,chg,1,1,51.00,2004,8,120.00
615045630,615045630,CHARGE,chg,1,1,0.48,2004,12,120.00
615045630,615045630,CHARGE,chg,2,1,3.12,2005,2,120.00
615045640,615045640,CHARGE,chg,1,1,2.52,2005,4,120.00
615045790,615045790,CHARGE,chg,1,1,0.24,2006,1,120.00
615045790,615045790,CHARGE,chg,2,1,0.48,2007,6,120.00
615045980,615045980,CHARGE,chg,1,1,0.24,2004,7,120.00
615046090,615046090,CHARGE,chg,1,1,5.16,2007,1,120.00
615046130,615046130,CHARGE,chg,1,1,330.24,2004,4,120.00
615046130,615046130,CHARGE,chg,2,1,11.16,2004,4,120.00
615046250,615046250,CHARGE,chg,1,1,36.00,2015,10,119.00
615046540,615046540,CHARGE,chg,1,1,0.36,2004,4,120.00
615046850,615046850,CHARGE,chg,1,1,6.00,2005,4,120.00
615046850,615046850,CHARGE,chg,2,1,2.52,2006,3,120.00
615047110,615047110,CHARGE,chg,1,1,13.44,2004,6,120.00
615047110,615047110,CHARGE,chg,2,1,19.92,2008,2,120.00
615047570,615047570,CHARGE,chg,1,1,63.72,2006,6,120.00
615048440,615048440,CHARGE,chg,1,1,2.16,2006,12,120.00
615048590,615048590,CHARGE,chg,1,1,0.72,2004,8,120.00
615048590,615048590,CHARGE,chg,2,1,1.80,2005,6,120.00
615049560,615049560,CHARGE,chg,1,1,1.32,2004,10,120.00
615050390,615050390,CHARGE,chg,1,1,0.48,2004,3,120.00
615050390,615050390,CHARGE,chg,2,1,1.32,2004,4,120.00
615050520,615050520,CHARGE,chg,1,1,6.48,2004,1,120.00
615050850,615050850,CHARGE,chg,1,1,83.52,2004,3,120.00
615050890,615050890,CHARGE,chg,1,1,3.84,2004,7,120.00
615051150,615051150,CHARGE,chg,1,1,3.00,2005,4,120.00
615051150,615051150,CHARGE,chg,2,1,2.28,2005,4,120.00
615051800,615051800,CHARGE,chg,1,1,36.48,2004,9,120.00
615051910,615051910,CHARGE,chg,1,1,0.12,2005,7,120.00
615051990,615051990,CHARGE,chg,1,1,0.60,2004,8,120.00
615052670,615052670,CHARGE,chg,1,1,1.68,2005,2,120.00
615052680,615052680,CHARGE,chg,1,1,0.72,2007,7,120.00
615052680,615052680,CHARGE,chg,2,1,1.20,2008,12,120.00
615052680,615052680,CHARGE,chg,3,1,41.16,2009,7,120.00
615052680,615052680,CHARGE,chg,4,1,0.36,2009,7,120.00
615052730,615052730,CHARGE,chg,1,1,0.84,2004,10,120.00
615052730,615052730,CHARGE,chg,2,1,0.60,2005,10,120.00
615052810,615052810,CHARGE,chg,1,1,0.60,2005,6,120.00
615052880,615052880,CHARGE,chg,1,1,0.12,2004,3,120.00
615053020,615053020,CHARGE,chg,1,1,16.08,2007,9,120.00
615053020,615053020,CHARGE,chg,2,1,38.16,2007,9,120.00
615053270,615053270,CHARGE,chg,1,1,1.20,2005,2,120.00
615053270,615053270,CHARGE,chg,2,1,17.28,2005,2,120.00
615053650,615053650,CHARGE,chg,1,1,0.48,2005,10,120.00
615053880,615053880,CHARGE,chg,1,1,0.48,2003,12,120.00
615054040,615054040,CHARGE,chg,1,1,56.88,2012,6,120.00
615054170,615054170,CHARGE,chg,1,1,136.44,2005,8,120.00
615054180,615054180,CHARGE,chg,1,1,0.60,2005,2,120.00
615054300,615054300,CHARGE,chg,1,1,0.12,2012,11,120.00
615054310,615054310,CHARGE,chg,1,1,3.96,2004,1,120.00
615054610,615054610,CHARGE,chg,1,1,1.20,2004,1,120.00
615054730,615054730,CHARGE,chg,1,1,2.28,2004,8,120.00
615054730,615054730,CHARGE,chg,2,1,47.52,2005,7,120.00
615055210,615055210,CHARGE,chg,1,1,1.92,2004,6,120.00
615055310,615055310,CHARGE,chg,1,1,2.16,2009,2,120.00
615055340,615055340,CHARGE,chg,1,1,0.12,2004,5,120.00
615055340,615055340,CHARGE,chg,2,1,1.56,2004,6,120.00
615055340,615055340,CHARGE,chg,3,1,0.60,2005,6,120.00
615055340,615055340,CHARGE,chg,4,1,0.96,2006,1,120.00
615055340,615055340,CHARGE,chg,5,1,0.24,2007,7,120.00
615055550,615055550,CHARGE,chg,1,1,0.12,2004,6,120.00
615055550,615055550,CHARGE,chg,2,1,1.44,2004,7,120.00
615055670,615055670,CHARGE,chg,1,1,0.24,2003,12,120.00
615055670,615055670,CHARGE,chg,2,1,0.24,2004,1,120.00
615055710,615055710,CHARGE,chg,1,1,18.96,2004,7,120.00
615055820,615055820,CHARGE,chg,1,1,37.44,2005,9,120.00
